planning_area,transacted_price,area_sqm,property_type,tenure,project_age_years,sale_month,project_name,street_name,postal_district,market_segment,floor_level,type_of_sale,type_of_area,unit_price_psf,unit_price_psm,source_quality
CHOA CHU KANG,5075000,294.2,Terrace House,Freehold,5.0,2025-11,HILLVIEW GARDEN ESTATE,JALAN INTAN,23,Outside Central Region,-,Resale,Land,1603,17250,not_clean
CHOA CHU KANG,2750000,201.2,Terrace House,99 yrs lease commencing from 1997,5.0,2025-11,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1270,13668,not_clean
CHOA CHU KANG,1528000,555.8,Detached House,99 yrs lease commencing from 1947,5.0,2025-11,FUYONG ESTATE,JALAN UJI,23,Outside Central Region,-,Resale,Land,255,2749,not_clean
CHOA CHU KANG,5900000,494.7,Detached House,99 yrs lease commencing from 2012,5.0,2025-11,MICHAELS' RESIDENCES,ALMOND STREET,23,Outside Central Region,-,Resale,Land,1108,11926,not_clean
CHOA CHU KANG,4000000,206.6,Semi-Detached House,99 yrs lease commencing from 2012,5.0,2025-11,MICHAELS' RESIDENCES,ALMOND AVENUE,23,Outside Central Region,-,Resale,Land,1799,19361,not_clean
CHOA CHU KANG,2450000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-11,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1517,16333,not_clean
CHOA CHU KANG,3000000,210.0,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2025-11,BURGUNDY HILL,BURGUNDY CRESCENT,23,Outside Central Region,-,Resale,Land,1327,14286,not_clean
CHOA CHU KANG,4680000,200.0,Terrace House,Freehold,5.0,2025-10,PAVILION PARK,PAVILION RISE,23,Outside Central Region,-,Resale,Land,2174,23400,not_clean
CHOA CHU KANG,3700000,211.3,Semi-Detached House,99 yrs lease commencing from 2012,5.0,2025-10,MICHAELS' RESIDENCES,ALMOND AVENUE,23,Outside Central Region,-,Resale,Land,1627,17511,not_clean
CHOA CHU KANG,4500000,163.8,Terrace House,999 yrs lease commencing from 1883,5.0,2025-10,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,2552,27473,not_clean
CHOA CHU KANG,4550000,200.0,Semi-Detached House,Freehold,5.0,2025-09,PAVILION PARK,PAVILION RISE,23,Outside Central Region,-,Resale,Land,2114,22750,not_clean
CHOA CHU KANG,4400000,161.0,Terrace House,Freehold,5.0,2025-09,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2539,27329,not_clean
CHOA CHU KANG,1680000,475.6,Detached House,99 yrs lease commencing from 1947,5.0,2025-09,FUYONG ESTATE,JALAN UJI,23,Outside Central Region,-,Resale,Land,328,3532,not_clean
CHOA CHU KANG,2530000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-09,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1567,16867,not_clean
CHOA CHU KANG,6200000,432.1,Terrace House,Freehold,5.0,2025-09,LANDED HOUSING DEVELOPMENT,JALAN BATU NILAM,23,Outside Central Region,-,Resale,Land,1333,14349,not_clean
CHOA CHU KANG,4800000,336.6,Semi-Detached House,Freehold,5.0,2025-09,COMFORT GARDEN,HONG SAN WALK,23,Outside Central Region,-,Resale,Land,1325,14260,not_clean
CHOA CHU KANG,6800000,299.9,Semi-Detached House,Freehold,5.0,2025-09,PHOENIX HEIGHTS,PHOENIX GARDEN,23,Outside Central Region,-,Resale,Land,2106,22674,not_clean
CHOA CHU KANG,5500000,267.5,Terrace House,Freehold,5.0,2025-09,HILLVIEW ESTATE,JALAN ZAMRUD,23,Outside Central Region,-,Resale,Land,1910,20561,not_clean
CHOA CHU KANG,13000000,833.9,Detached House,Freehold,5.0,2025-09,GREEN HILL ESTATE,CHESTNUT CLOSE,23,Outside Central Region,-,Resale,Land,1448,15589,not_clean
CHOA CHU KANG,4070000,150.0,Terrace House,Freehold,5.0,2025-09,PAVILION PARK,PAVILION RISE,23,Outside Central Region,-,Resale,Land,2521,27133,not_clean
CHOA CHU KANG,4550000,199.0,Terrace House,999 yrs lease commencing from 1882,5.0,2025-08,CASHEW ESTATE,CASHEW TERRACE,23,Outside Central Region,-,Resale,Land,2124,22864,not_clean
CHOA CHU KANG,2200000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-08,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1363,14667,not_clean
CHOA CHU KANG,2490000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-08,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1542,16600,not_clean
CHOA CHU KANG,2500000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-08,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1548,16667,not_clean
CHOA CHU KANG,5138000,366.4,Semi-Detached House,Freehold,5.0,2025-08,HUA MEI GARDENS,PHOENIX RISE,23,Outside Central Region,-,Resale,Land,1303,14023,not_clean
CHOA CHU KANG,4800000,176.0,Terrace House,Freehold,5.0,2025-07,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2534,27273,not_clean
CHOA CHU KANG,3900000,233.3,Semi-Detached House,99 yrs lease commencing from 2012,5.0,2025-07,MICHAELS' RESIDENCES,ALMOND STREET,23,Outside Central Region,-,Resale,Land,1553,16717,not_clean
CHOA CHU KANG,4600000,232.0,Terrace House,Freehold,5.0,2025-07,HILLVIEW GARDEN ESTATE,JALAN ZAMRUD,23,Outside Central Region,-,Resale,Land,1842,19828,not_clean
CHOA CHU KANG,5250000,375.9,Semi-Detached House,Freehold,5.0,2025-07,COMFORT GARDEN,HONG SAN WALK,23,Outside Central Region,-,Resale,Land,1298,13966,not_clean
CHOA CHU KANG,5000000,221.4,Terrace House,Freehold,5.0,2025-07,PAVILION PARK,PAVILION GREEN,23,Outside Central Region,-,Resale,Land,2098,22584,not_clean
CHOA CHU KANG,7800000,496.9,Semi-Detached House,999 yrs lease commencing from 1882,5.0,2025-07,CHESTNUT GARDENS,CHESTNUT GARDENS,23,Outside Central Region,-,Resale,Land,1458,15697,not_clean
CHOA CHU KANG,2490000,150.1,Terrace House,99 yrs lease commencing from 1997,5.0,2025-06,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1541,16589,not_clean
CHOA CHU KANG,7600000,478.0,Terrace House,Freehold,5.0,2025-06,HILLVIEW GARDEN ESTATE,ELIZABETH DRIVE,23,Outside Central Region,-,Resale,Land,1477,15900,not_clean
CHOA CHU KANG,12250000,786.9,Detached House,Freehold,5.0,2025-06,LANDED HOUSING DEVELOPMENT,CHESTNUT CRESCENT,23,Outside Central Region,-,Resale,Land,1446,15567,not_clean
CHOA CHU KANG,3938000,150.3,Terrace House,999 yrs lease commencing from 1883,5.0,2025-06,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,2434,26201,not_clean
CHOA CHU KANG,4668000,200.0,Semi-Detached House,Freehold,5.0,2025-06,PAVILION PARK,PAVILION RISE,23,Outside Central Region,-,Resale,Land,2168,23340,not_clean
CHOA CHU KANG,888000,259.4,Semi-Detached House,99 yrs lease commencing from 1947,5.0,2025-06,FUYONG ESTATE,JALAN ASAS,23,Outside Central Region,-,Resale,Land,318,3423,not_clean
CHOA CHU KANG,2800000,153.9,Terrace House,99 yrs lease commencing from 1994,5.0,2025-06,MERA GARDENS,ALMOND AVENUE,23,Outside Central Region,-,Resale,Land,1690,18194,not_clean
CHOA CHU KANG,2450000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-05,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1517,16333,not_clean
CHOA CHU KANG,2168000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-05,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1343,14453,not_clean
CHOA CHU KANG,4200000,161.7,Terrace House,Freehold,5.0,2025-05,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2413,25974,not_clean
CHOA CHU KANG,2420000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-05,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1499,16133,not_clean
CHOA CHU KANG,4100000,206.5,Terrace House,Freehold,5.0,2025-05,HILLVIEW GARDEN ESTATE,JALAN GUMILANG,23,Outside Central Region,-,Resale,Land,1845,19855,not_clean
CHOA CHU KANG,3450000,167.3,Terrace House,Freehold,5.0,2025-05,PHOENIX HEIGHTS,PHOENIX GARDEN,23,Outside Central Region,-,Resale,Land,1916,20622,not_clean
CHOA CHU KANG,15650000,993.6,Detached House,Freehold,5.0,2025-05,GREEN HILL ESTATE,CHESTNUT DRIVE,23,Outside Central Region,-,Resale,Land,1463,15751,not_clean
CHOA CHU KANG,3960000,150.1,Terrace House,Freehold,5.0,2025-04,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2451,26382,not_clean
CHOA CHU KANG,3800000,199.0,Terrace House,Freehold,5.0,2025-04,HUA MEI GARDENS,PHOENIX RISE,23,Outside Central Region,-,Resale,Land,1774,19095,not_clean
CHOA CHU KANG,2450000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-04,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1517,16333,not_clean
CHOA CHU KANG,4700000,222.8,Terrace House,999 yrs lease commencing from 1882,5.0,2025-04,HAZEL PARK TERRACE,HAZEL PARK TERRACE,23,Outside Central Region,-,Resale,Land,1960,21095,not_clean
CHOA CHU KANG,2420000,166.6,Terrace House,99 yrs lease commencing from 1997,5.0,2025-03,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1349,14526,not_clean
CHOA CHU KANG,2350000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-03,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1455,15667,not_clean
CHOA CHU KANG,6860000,510.7,Semi-Detached House,Freehold,5.0,2025-03,HILLVIEW VILLAS,HILLVIEW CRESCENT,23,Outside Central Region,-,Resale,Land,1248,13433,not_clean
CHOA CHU KANG,4080000,150.1,Terrace House,Freehold,5.0,2025-03,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2525,27182,not_clean
CHOA CHU KANG,2600000,200.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-03,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1208,13000,not_clean
CHOA CHU KANG,3928000,150.0,Terrace House,Freehold,5.0,2025-03,PAVILION PARK,PAVILION PLACE,23,Outside Central Region,-,Resale,Land,2433,26187,not_clean
CHOA CHU KANG,3098000,205.0,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2025-02,BURGUNDY HILL,BURGUNDY CRESCENT,23,Outside Central Region,-,Resale,Land,1404,15112,not_clean
CHOA CHU KANG,4100000,158.0,Terrace House,Freehold,5.0,2025-02,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2411,25949,not_clean
CHOA CHU KANG,3900000,161.7,Terrace House,Freehold,5.0,2025-02,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2241,24119,not_clean
CHOA CHU KANG,2915000,222.4,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2025-01,BURGUNDY HILL,BURGUNDY DRIVE,23,Outside Central Region,-,Resale,Land,1218,13107,not_clean
CHOA CHU KANG,4680000,205.7,Terrace House,999 yrs lease commencing from 1885,5.0,2025-01,HILLVIEW GARDEN ESTATE,JALAN REMAJA,23,Outside Central Region,-,Resale,Land,2114,22752,not_clean
CHOA CHU KANG,3980000,150.1,Terrace House,Freehold,5.0,2025-01,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2463,26516,not_clean
CHOA CHU KANG,3950000,158.0,Terrace House,Freehold,5.0,2025-01,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2323,25000,not_clean
CHOA CHU KANG,2710000,292.7,Terrace House,99 yrs lease commencing from 1997,5.0,2024-12,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,860,9259,not_clean
CHOA CHU KANG,5950000,392.5,Semi-Detached House,Freehold,5.0,2024-12,HILLVIEW ESTATE,JALAN DERMAWAN,23,Outside Central Region,-,Resale,Land,1408,15159,not_clean
CHOA CHU KANG,4600000,212.5,Semi-Detached House,Freehold,5.0,2024-12,PAVILION PARK,PAVILION STREET,23,Outside Central Region,-,Resale,Land,2011,21647,not_clean
CHOA CHU KANG,2500000,200.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-12,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1161,12500,not_clean
CHOA CHU KANG,7300000,580.9,Detached House,Freehold,5.0,2024-12,PHOENIX HEIGHTS,PHOENIX GARDEN,23,Outside Central Region,-,Resale,Land,1167,12567,not_clean
CHOA CHU KANG,2460000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-11,VILLA VERDE,VERDE PLACE,23,Outside Central Region,-,Resale,Land,1524,16400,not_clean
CHOA CHU KANG,4230000,161.7,Terrace House,Freehold,5.0,2024-11,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2430,26160,not_clean
CHOA CHU KANG,4000000,150.0,Terrace House,Freehold,5.0,2024-11,PAVILION PARK,PAVILION VIEW,23,Outside Central Region,-,Resale,Land,2477,26667,not_clean
CHOA CHU KANG,2550000,200.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-11,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1185,12750,not_clean
CHOA CHU KANG,14188888,1048.2,Detached House,Freehold,5.0,2024-11,GREEN HILL ESTATE,CHESTNUT CLOSE,23,Outside Central Region,-,Resale,Land,1258,13536,not_clean
CHOA CHU KANG,2600000,200.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-11,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1208,13000,not_clean
CHOA CHU KANG,2280000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-11,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1412,15200,not_clean
CHOA CHU KANG,4218000,203.0,Terrace House,Freehold,5.0,2024-11,HILLVIEW VILLAS,HILLVIEW CRESCENT,23,Outside Central Region,-,Resale,Land,1930,20778,not_clean
CHOA CHU KANG,4388888,200.0,Semi-Detached House,Freehold,5.0,2024-11,PAVILION PARK,PAVILION RISE,23,Outside Central Region,-,Resale,Land,2039,21944,not_clean
CHOA CHU KANG,4580000,180.0,Terrace House,999 yrs lease commencing from 1883,5.0,2024-10,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,2364,25444,not_clean
CHOA CHU KANG,3700000,150.0,Terrace House,999 yrs lease commencing from 1883,5.0,2024-10,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,2292,24667,not_clean
CHOA CHU KANG,3900000,150.0,Terrace House,Freehold,5.0,2024-10,PAVILION PARK,PAVILION PLACE,23,Outside Central Region,-,Resale,Land,2415,26000,not_clean
CHOA CHU KANG,3150000,210.0,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2024-10,BURGUNDY HILL,BURGUNDY CRESCENT,23,Outside Central Region,-,Resale,Land,1394,15000,not_clean
CHOA CHU KANG,3850000,551.2,Detached House,99 yrs lease commencing from 1994,5.0,2024-09,MERA GARDENS,ALMOND AVENUE,23,Outside Central Region,-,Resale,Land,649,6985,not_clean
CHOA CHU KANG,4080000,282.5,Terrace House,Freehold,5.0,2024-09,PHOENIX HEIGHTS,PHOENIX GARDEN,23,Outside Central Region,-,Resale,Land,1342,14442,not_clean
CHOA CHU KANG,3538000,208.5,Terrace House,Freehold,5.0,2024-09,HILLVIEW ESTATE,JALAN INTAN,23,Outside Central Region,-,Resale,Land,1576,16969,not_clean
CHOA CHU KANG,4188000,150.0,Terrace House,Freehold,5.0,2024-09,PAVILION PARK,PAVILION VIEW,23,Outside Central Region,-,Resale,Land,2594,27920,not_clean
CHOA CHU KANG,2335000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-09,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1446,15567,not_clean
CHOA CHU KANG,3880000,190.4,Terrace House,Freehold,5.0,2024-09,HILLVIEW VILLAS,HILLVIEW DRIVE,23,Outside Central Region,-,Resale,Land,1893,20378,not_clean
CHOA CHU KANG,5080000,306.6,Semi-Detached House,999 yrs lease commencing from 1885,5.0,2024-09,LANDED HOUSING DEVELOPMENT,CHU LIN ROAD,23,Outside Central Region,-,Resale,Land,1539,16569,not_clean
CHOA CHU KANG,2338000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-09,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1448,15587,not_clean
CHOA CHU KANG,3050000,210.0,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2024-08,BURGUNDY HILL,BURGUNDY CRESCENT,23,Outside Central Region,-,Resale,Land,1349,14524,not_clean
CHOA CHU KANG,4500000,208.5,Terrace House,Freehold,5.0,2024-08,HILLVIEW GARDEN ESTATE,JALAN ZAMRUD,23,Outside Central Region,-,Resale,Land,2005,21583,not_clean
CHOA CHU KANG,2860000,239.1,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2024-08,BURGUNDY HILL,BURGUNDY DRIVE,23,Outside Central Region,-,Resale,Land,1111,11962,not_clean
CHOA CHU KANG,25000000,1596.4,Detached House,999 yrs lease commencing from 1882,5.0,2024-08,LANDED HOUSING DEVELOPMENT,CHESTNUT DRIVE,23,Outside Central Region,-,Resale,Land,1455,15660,not_clean
CHOA CHU KANG,4280000,202.0,Terrace House,Freehold,5.0,2024-08,LANDED HOUSING DEVELOPMENT,CHESTNUT TERRACE,23,Outside Central Region,-,Resale,Land,1968,21188,not_clean
CHOA CHU KANG,2350000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-07,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1455,15667,not_clean
CHOA CHU KANG,780000,174.7,Terrace House,99 yrs lease commencing from 1947,5.0,2024-07,LANDED HOUSING DEVELOPMENT,JALAN ASAS,23,Outside Central Region,-,Resale,Land,415,4465,not_clean
CHOA CHU KANG,3900000,198.0,Terrace House,999 yrs lease commencing from 1882,5.0,2024-07,CASHEW ESTATE,CASHEW TERRACE,23,Outside Central Region,-,Resale,Land,1830,19697,not_clean
CHOA CHU KANG,12680000,877.6,Detached House,Freehold,5.0,2024-07,GREEN  HILL ESTATE,CHESTNUT CRESCENT,23,Outside Central Region,-,Resale,Land,1342,14448,not_clean
CHOA CHU KANG,3960000,150.0,Terrace House,Freehold,5.0,2024-07,PAVILION PARK,PAVILION PLACE,23,Outside Central Region,-,Resale,Land,2453,26400,not_clean
CHOA CHU KANG,2780000,150.9,Terrace House,99 yrs lease commencing from 1997,5.0,2024-07,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1712,18423,not_clean
CHOA CHU KANG,4400000,199.9,Terrace House,Freehold,5.0,2024-06,POPULAR ESTATE,JALAN GUMILANG,23,Outside Central Region,-,Resale,Land,2045,22011,not_clean
CHOA CHU KANG,4288888,174.3,Terrace House,Freehold,5.0,2024-06,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2286,24606,not_clean
CHOA CHU KANG,808888,260.1,Semi-Detached House,99 yrs lease commencing from 1947,5.0,2024-06,FUYONG ESTATE,JALAN ASAS,23,Outside Central Region,-,Resale,Land,289,3110,not_clean
CHOA CHU KANG,2500000,204.8,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2024-06,BURGUNDY HILL,BURGUNDY CRESCENT,23,Outside Central Region,-,Resale,Land,1134,12207,not_clean
CHOA CHU KANG,3700000,206.5,Terrace House,Freehold,5.0,2024-06,POPULAR ESTATE,JALAN GUMILANG,23,Outside Central Region,-,Resale,Land,1665,17918,not_clean
CHOA CHU KANG,3820000,246.5,Terrace House,Freehold,5.0,2024-06,HILLVIEW VILLAS,HILLVIEW CRESCENT,23,Outside Central Region,-,Resale,Land,1440,15497,not_clean
CHOA CHU KANG,660000,266.4,Semi-Detached House,99 yrs lease commencing from 1947,5.0,2024-06,FUYONG ESTATE,JALAN ASAS,23,Outside Central Region,-,Resale,Land,230,2477,not_clean
CHOA CHU KANG,2468888,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-05,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1529,16459,not_clean
CHOA CHU KANG,3900000,150.0,Terrace House,Freehold,5.0,2024-05,PAVILION PARK,PAVILION GREEN,23,Outside Central Region,-,Resale,Land,2415,26000,not_clean
CHOA CHU KANG,3525000,208.2,Terrace House,Freehold,5.0,2024-05,HILLVIEW GARDEN ESTATE,JALAN GUMILANG,23,Outside Central Region,-,Resale,Land,1573,16931,not_clean
CHOA CHU KANG,4800000,270.7,Terrace House,999 yrs lease commencing from 1883,5.0,2024-05,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,1647,17732,not_clean
CHOA CHU KANG,3125000,204.5,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2024-05,BURGUNDY HILL,BURGUNDY DRIVE,23,Outside Central Region,-,Resale,Land,1420,15281,not_clean
CHOA CHU KANG,4650000,336.7,Semi-Detached House,Freehold,5.0,2024-05,COMFORT GARDEN,HONG SAN WALK,23,Outside Central Region,-,Resale,Land,1283,13811,not_clean
CHOA CHU KANG,4100000,163.8,Terrace House,999 yrs lease commencing from 1883,5.0,2024-04,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,2325,25031,not_clean
CHOA CHU KANG,2350000,166.5,Terrace House,99 yrs lease commencing from 1997,5.0,2024-04,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1311,14114,not_clean
CHOA CHU KANG,2280000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-04,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1412,15200,not_clean
CHOA CHU KANG,2548888,277.9,Terrace House,99 yrs lease commencing from 1997,5.0,2024-04,VILLA VERDE,VERDE GROVE,23,Outside Central Region,-,Resale,Land,852,9172,not_clean
CHOA CHU KANG,2025000,180.7,Terrace House,99 yrs lease commencing from 1997,5.0,2024-04,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1041,11206,not_clean
CHOA CHU KANG,3880000,188.6,Terrace House,999 yrs lease commencing from 1882,5.0,2024-03,CASHEW ESTATE,CASHEW TERRACE,23,Outside Central Region,-,Resale,Land,1911,20573,not_clean
CHOA CHU KANG,2338168,184.4,Terrace House,99 yrs lease commencing from 1997,5.0,2024-03,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1178,12680,not_clean
CHOA CHU KANG,3650000,150.0,Terrace House,Freehold,5.0,2024-03,PAVILION PARK,PAVILION PLACE,23,Outside Central Region,-,Resale,Land,2261,24333,not_clean
CHOA CHU KANG,3838000,150.0,Terrace House,Freehold,5.0,2024-03,PAVILION PARK,PAVILION PLACE,23,Outside Central Region,-,Resale,Land,2377,25587,not_clean
CHOA CHU KANG,2750000,149.8,Terrace House,99 yrs lease commencing from 1994,5.0,2024-03,MERA GARDENS,ALMOND CRESCENT,23,Outside Central Region,-,Resale,Land,1705,18358,not_clean
CHOA CHU KANG,4500000,306.6,Semi-Detached House,999 yrs lease commencing from 1885,5.0,2024-03,HILLVIEW GARDEN ESTATE,CHU LIN ROAD,23,Outside Central Region,-,Resale,Land,1364,14677,not_clean
CHOA CHU KANG,3008000,245.2,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2024-02,BURGUNDY HILL,BURGUNDY CRESCENT,23,Outside Central Region,-,Resale,Land,1140,12268,not_clean
CHOA CHU KANG,15500000,1349.5,Detached House,999 yrs lease commencing from 1882,5.0,2024-02,GREEN HILL ESTATE,CHESTNUT DRIVE,23,Outside Central Region,-,Resale,Land,1067,11486,not_clean
CHOA CHU KANG,5250000,691.6,Detached House,99 yrs lease commencing from 1994,5.0,2024-02,MERA GARDENS,ALMOND STREET,23,Outside Central Region,-,Resale,Land,705,7591,not_clean
CHOA CHU KANG,4000000,150.0,Terrace House,Freehold,5.0,2024-02,PAVILION PARK,PAVILION PLACE,23,Outside Central Region,-,Resale,Land,2477,26667,not_clean
CHOA CHU KANG,2400000,200.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-02,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1115,12000,not_clean
CHOA CHU KANG,3080000,204.4,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2024-02,BURGUNDY HILL,BURGUNDY CRESCENT,23,Outside Central Region,-,Resale,Land,1400,15068,not_clean
CHOA CHU KANG,2200000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-01,VILLA VERDE,VERDE GROVE,23,Outside Central Region,-,Resale,Land,1363,14667,not_clean
CHOA CHU KANG,2678000,200.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-01,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1244,13390,not_clean
CHOA CHU KANG,3600000,206.6,Semi-Detached House,99 yrs lease commencing from 2012,5.0,2023-12,MICHAELS' RESIDENCES,ALMOND AVENUE,23,Outside Central Region,-,Resale,Land,1619,17425,not_clean
CHOA CHU KANG,3700000,206.4,Terrace House,Freehold,5.0,2023-12,POPULAR ESTATE,JALAN REMAJA,23,Outside Central Region,-,Resale,Land,1665,17926,not_clean
CHOA CHU KANG,2700000,239.4,Terrace House,99 yrs lease commencing from 1997,5.0,2023-12,VILLA VERDE,VERDE GROVE,23,Outside Central Region,-,Resale,Land,1048,11278,not_clean
CHOA CHU KANG,2180000,155.4,Terrace House,99 yrs lease commencing from 1997,5.0,2023-12,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1303,14028,not_clean
CHOA CHU KANG,1150000,252.0,Semi-Detached House,99 yrs lease commencing from 1947,5.0,2023-12,FUYONG ESTATE,JALAN ASAS,23,Outside Central Region,-,Resale,Land,424,4563,not_clean
CHOA CHU KANG,2400000,150.2,Terrace House,99 yrs lease commencing from 1997,5.0,2023-12,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1484,15979,not_clean
CHOA CHU KANG,2450000,189.7,Terrace House,99 yrs lease commencing from 1997,5.0,2023-12,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1200,12915,not_clean
CHOA CHU KANG,5170000,299.5,Terrace House,Freehold,5.0,2023-11,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,1604,17262,not_clean
CHOA CHU KANG,6388888,415.7,Semi-Detached House,Freehold,5.0,2023-11,HILLVIEW ESTATE,JALAN DERMAWAN,23,Outside Central Region,-,Resale,Land,1428,15369,not_clean
CHOA CHU KANG,2320000,202.7,Terrace House,99 yrs lease commencing from 1997,5.0,2023-11,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1063,11445,not_clean
CHOA CHU KANG,2750000,173.8,Terrace House,99 yrs lease commencing from 1994,5.0,2023-11,MERA GARDENS,ALMOND CRESCENT,23,Outside Central Region,-,Resale,Land,1470,15823,not_clean
