planning_area,transacted_price,area_sqm,property_type,tenure,project_age_years,sale_month,type_of_sale
MARINE PARADE,1450000.0,72.0,Condominium,99 yrs lease commencing from 1997,29,26-Feb,Resale
MARINE PARADE,2300000.0,181.0,Condominium,99 yrs lease commencing from 2001,25,26-Feb,Resale
MARINE PARADE,3120000.0,121.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,5450000.0,224.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,1882000.0,85.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,1820000.0,145.0,Condominium,99 yrs lease commencing from 1994,32,26-Feb,Resale
MARINE PARADE,3500000.0,147.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,1720000.0,95.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2900000.0,104.0,Condominium,99 yrs lease commencing from 2021,5,26-Feb,Sub Sale
MARINE PARADE,4900000.0,199.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,1824000.0,113.0,Condominium,99 yrs lease commencing from 1993,33,26-Feb,Resale
MARINE PARADE,2950000.0,147.0,Condominium,99 yrs lease commencing from 2007,19,26-Feb,Resale
MARINE PARADE,1878000.0,83.0,Condominium,103 yrs lease commencing from 2009,17,26-Feb,Resale
MARINE PARADE,1430000.0,86.0,Condominium,99 yrs lease commencing from 1993,33,26-Feb,Resale
MARINE PARADE,1100000.0,68.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2600000.0,99.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,1150000.0,77.0,Condominium,99 yrs lease commencing from 1982,44,26-Feb,Resale
MARINE PARADE,2700000.0,152.0,Condominium,99 yrs lease commencing from 1997,29,26-Feb,Resale
MARINE PARADE,1580000.0,76.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,805000.0,43.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2680000.0,107.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,3488888.0,125.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,2388000.0,121.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,1530000.0,111.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,1870000.0,135.0,Apartment,99 yrs lease commencing from 1977,49,26-Feb,Resale
MARINE PARADE,2670000.0,162.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2180000.0,146.0,Condominium,99 yrs lease commencing from 1982,44,26-Feb,Resale
MARINE PARADE,1245000.0,52.0,Apartment,99 yrs lease commencing from 2016,10,26-Feb,Resale
MARINE PARADE,4400000.0,195.0,Condominium,99 yrs lease commencing from 1994,32,26-Feb,Resale
MARINE PARADE,2900000.0,127.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,2520000.0,93.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,1850000.0,98.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,1194000.0,68.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,1725000.0,92.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,4350000.0,146.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,3030000.0,165.0,Condominium,99 yrs lease commencing from 1994,32,26-Feb,Resale
MARINE PARADE,2058888.0,129.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,3400000.0,183.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,3000000.0,134.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,748888.0,43.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2010000.0,164.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,5950000.0,282.0,Condominium,99 yrs lease commencing from 1996,30,26-Feb,Resale
MARINE PARADE,3325000.0,141.0,Condominium,99 yrs lease commencing from 2007,19,26-Feb,Resale
MARINE PARADE,3200000.0,133.0,Condominium,103 yrs lease commencing from 2009,17,26-Feb,Resale
MARINE PARADE,1998888.0,107.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,1080000.0,56.0,Apartment,9999 yrs lease commencing from 1995,31,26-Feb,Resale
MARINE PARADE,3100000.0,145.0,Condominium,99 yrs lease commencing from 1998,28,26-Feb,Resale
MARINE PARADE,1750000.0,152.0,Apartment,99 yrs lease commencing from 1975,51,26-Feb,Resale
MARINE PARADE,2125000.0,97.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,3760000.0,121.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,2250000.0,94.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2080000.0,70.0,Condominium,99 yrs lease commencing from 2021,5,26-Feb,Sub Sale
MARINE PARADE,2250000.0,146.0,Condominium,99 yrs lease commencing from 1982,44,26-Feb,Resale
MARINE PARADE,2625000.0,148.0,Condominium,99 yrs lease commencing from 1993,33,26-Feb,Resale
MARINE PARADE,1118000.0,59.0,Condominium,99 yrs lease commencing from 1993,33,26-Feb,Resale
MARINE PARADE,2200000.0,127.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,3950000.0,131.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,1268000.0,118.0,Apartment,99 yrs lease commencing from 1976,50,26-Feb,Resale
MARINE PARADE,1658888.0,102.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,1410000.0,94.0,Condominium,99 yrs lease commencing from 1994,32,26-Jan,Resale
MARINE PARADE,2900000.0,313.0,Apartment,99 yrs lease commencing from 1977,49,26-Jan,Resale
MARINE PARADE,710000.0,41.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,2860000.0,152.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,1500000.0,88.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,2145000.0,71.0,Condominium,99 yrs lease commencing from 2021,5,26-Jan,Sub Sale
MARINE PARADE,788000.0,41.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,5258000.0,235.0,Condominium,99 yrs lease commencing from 2007,19,26-Jan,Resale
MARINE PARADE,3680000.0,148.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,1450000.0,112.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,1400000.0,78.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,2425000.0,137.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,3231000.0,165.0,Condominium,99 yrs lease commencing from 1994,32,26-Jan,Resale
MARINE PARADE,3323000.0,103.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,1568000.0,106.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,3300000.0,192.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,3030000.0,165.0,Condominium,99 yrs lease commencing from 1994,32,26-Jan,Resale
MARINE PARADE,3358000.0,225.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,2068000.0,109.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,1246000.0,69.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,1488000.0,79.0,Condominium,99 yrs lease commencing from 1997,29,26-Jan,Resale
MARINE PARADE,1990000.0,103.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,4300000.0,144.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,1250000.0,76.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,2708000.0,122.0,Condominium,99 yrs lease commencing from 2001,25,26-Jan,Resale
MARINE PARADE,1230088.0,66.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,1905000.0,68.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,1500000.0,101.0,Condominium,99 yrs lease commencing from 1995,31,26-Jan,Resale
MARINE PARADE,3570000.0,183.0,Condominium,99 yrs lease commencing from 1994,32,26-Jan,Resale
MARINE PARADE,4800000.0,233.0,Condominium,99 yrs lease commencing from 2007,19,26-Jan,Resale
MARINE PARADE,3180000.0,124.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,2680000.0,131.0,Condominium,99 yrs lease commencing from 2004,22,26-Jan,Resale
MARINE PARADE,1228888.0,52.0,Apartment,99 yrs lease commencing from 2016,10,26-Jan,Resale
MARINE PARADE,2370000.0,110.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,2838000.0,101.0,Apartment,99 yrs lease commencing from 2016,10,26-Jan,Resale
MARINE PARADE,2800000.0,153.0,Condominium,99 yrs lease commencing from 1994,32,26-Jan,Resale
MARINE PARADE,2838800.0,143.0,Condominium,99 yrs lease commencing from 2001,25,26-Jan,Resale
MARINE PARADE,1400000.0,76.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,1950000.0,130.0,Condominium,99 yrs lease commencing from 1994,32,26-Jan,Resale
MARINE PARADE,970000.0,48.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,1950000.0,117.0,Condominium,99 yrs lease commencing from 1997,29,26-Jan,Resale
MARINE PARADE,2380000.0,128.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,2570000.0,111.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,3758000.0,191.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,2288000.0,95.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,2970000.0,139.0,Condominium,99 yrs lease commencing from 2007,19,26-Jan,Resale
MARINE PARADE,1755000.0,127.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,3050000.0,103.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,5465000.0,188.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,2500000.0,107.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,855000.0,48.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,1850000.0,107.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,3300000.0,103.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,2260000.0,130.0,Condominium,99 yrs lease commencing from 1994,32,26-Jan,Resale
MARINE PARADE,1410000.0,89.0,Apartment,99 yrs lease commencing from 2012,14,26-Jan,Resale
MARINE PARADE,2750000.0,96.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,4150000.0,134.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,1900000.0,73.0,Apartment,99 yrs lease commencing from 2016,10,26-Jan,Resale
MARINE PARADE,2045000.0,75.0,Apartment,99 yrs lease commencing from 2016,10,26-Jan,Resale
MARINE PARADE,1000000.0,68.0,Condominium,99 yrs lease commencing from 1982,44,26-Jan,Resale
MARINE PARADE,2450000.0,99.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,1108888.0,47.0,Apartment,99 yrs lease commencing from 2016,10,26-Jan,Resale
MARINE PARADE,3108888.0,148.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,1788888.0,118.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,3025000.0,118.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,2372000.0,113.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,1275888.0,42.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,1720000.0,58.0,Condominium,99 yrs lease commencing from 2021,5,26-Jan,Sub Sale
MARINE PARADE,1432500.0,76.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,1575000.0,76.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,2820000.0,117.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,2238000.0,144.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,1128888.0,64.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,3500000.0,176.0,Condominium,99 yrs lease commencing from 1994,32,26-Jan,Resale
MARINE PARADE,1968000.0,66.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,720000.0,45.0,Apartment,Freehold,36,26-Jan,Resale
MARINE PARADE,3500000.0,118.0,Condominium,Freehold,36,26-Jan,Resale
MARINE PARADE,1480000.0,78.0,Condominium,99 yrs lease commencing from 2001,25,26-Jan,Resale
MARINE PARADE,1868888.0,150.0,Apartment,99 yrs lease commencing from 1977,48,25-Dec,Resale
MARINE PARADE,2318000.0,130.0,Condominium,99 yrs lease commencing from 1997,28,25-Dec,Resale
MARINE PARADE,3180000.0,152.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,2220000.0,66.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,980000.0,55.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,2350000.0,114.0,Condominium,99 yrs lease commencing from 1998,27,25-Dec,Resale
MARINE PARADE,2650000.0,179.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,2200000.0,99.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,2160000.0,166.0,Condominium,99 yrs lease commencing from 1982,43,25-Dec,Resale
MARINE PARADE,1750000.0,57.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,1593000.0,103.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,1800000.0,82.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,685000.0,36.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,2588000.0,122.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,1720000.0,81.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,1328000.0,93.0,Condominium,99 yrs lease commencing from 1982,43,25-Dec,Resale
MARINE PARADE,2000000.0,134.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,2013888.0,70.0,Condominium,99 yrs lease commencing from 2021,4,25-Dec,Sub Sale
MARINE PARADE,1510000.0,92.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,2380000.0,95.0,Apartment,99 yrs lease commencing from 2016,9,25-Dec,Resale
MARINE PARADE,748000.0,36.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,1900000.0,115.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,3288000.0,103.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,1330000.0,118.0,Apartment,99 yrs lease commencing from 1976,49,25-Dec,Resale
MARINE PARADE,4800000.0,193.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,2362888.0,95.0,Apartment,99 yrs lease commencing from 2016,9,25-Dec,Resale
MARINE PARADE,1050000.0,55.0,Condominium,103 yrs lease commencing from 2009,16,25-Dec,Resale
MARINE PARADE,1310000.0,75.0,Condominium,99 yrs lease commencing from 1993,32,25-Dec,Resale
MARINE PARADE,2300000.0,118.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,2250000.0,146.0,Condominium,99 yrs lease commencing from 1982,43,25-Dec,Resale
MARINE PARADE,1290000.0,78.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,1238888.0,52.0,Apartment,99 yrs lease commencing from 2016,9,25-Dec,Resale
MARINE PARADE,1910000.0,166.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,3290000.0,119.0,Condominium,99 yrs lease commencing from 2021,4,25-Dec,Sub Sale
MARINE PARADE,800000.0,44.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,1591000.0,92.0,Condominium,99 yrs lease commencing from 1994,31,25-Dec,Resale
MARINE PARADE,2515000.0,133.0,Apartment,Freehold,35,25-Dec,Sub Sale
MARINE PARADE,2938888.0,103.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,1568000.0,76.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,1975000.0,153.0,Apartment,99 yrs lease commencing from 1977,48,25-Dec,Resale
MARINE PARADE,3320000.0,129.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,2780000.0,109.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,1005000.0,62.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,3850000.0,174.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,3305000.0,144.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,3080000.0,124.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,1860000.0,152.0,Apartment,99 yrs lease commencing from 1975,50,25-Dec,Resale
MARINE PARADE,850000.0,39.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,1880000.0,152.0,Apartment,99 yrs lease commencing from 1975,50,25-Dec,Resale
MARINE PARADE,2010000.0,140.0,Apartment,9999 yrs lease commencing from 1964,61,25-Dec,Resale
MARINE PARADE,2145000.0,146.0,Condominium,99 yrs lease commencing from 1982,43,25-Dec,Resale
MARINE PARADE,1950000.0,142.0,Condominium,99 yrs lease commencing from 1982,43,25-Dec,Resale
MARINE PARADE,2700000.0,152.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,4900000.0,244.0,Condominium,99 yrs lease commencing from 1994,31,25-Dec,Resale
MARINE PARADE,3620000.0,153.0,Condominium,99 yrs lease commencing from 2007,18,25-Dec,Resale
MARINE PARADE,2520000.0,118.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,2080000.0,67.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,3200000.0,96.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,2200000.0,141.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,753000.0,41.0,Apartment,Freehold,35,25-Dec,Resale
MARINE PARADE,2400000.0,128.0,Condominium,99 yrs lease commencing from 1993,32,25-Dec,Resale
MARINE PARADE,2610000.0,107.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,2850000.0,125.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,2350000.0,82.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,3400000.0,117.0,Apartment,99 yrs lease commencing from 2016,9,25-Dec,Resale
MARINE PARADE,2748000.0,152.0,Condominium,Freehold,35,25-Dec,Resale
MARINE PARADE,1400000.0,118.0,Apartment,99 yrs lease commencing from 1976,49,25-Dec,Resale
MARINE PARADE,2280000.0,130.0,Condominium,99 yrs lease commencing from 1997,28,25-Dec,Resale
MARINE PARADE,3250000.0,117.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,4550000.0,206.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,3470000.0,124.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,685000.0,33.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1800000.0,73.0,Apartment,99 yrs lease commencing from 2016,9,25-Nov,Resale
MARINE PARADE,1880000.0,100.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1450000.0,90.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,715000.0,34.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,915000.0,46.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1138000.0,53.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1560000.0,80.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,2399000.0,167.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,3230000.0,125.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,1028000.0,54.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1790000.0,111.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,2750000.0,129.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,2700000.0,168.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1890000.0,119.0,Condominium,99 yrs lease commencing from 1995,30,25-Nov,Resale
MARINE PARADE,1820000.0,142.0,Condominium,99 yrs lease commencing from 1995,30,25-Nov,Resale
MARINE PARADE,2200000.0,125.0,Condominium,99 yrs lease commencing from 1994,31,25-Nov,Resale
MARINE PARADE,2650000.0,196.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1880000.0,65.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,2370000.0,133.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,2100000.0,91.0,Condominium,99 yrs lease commencing from 2007,18,25-Nov,Resale
MARINE PARADE,2510000.0,108.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,1080000.0,55.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,5530000.0,224.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,1280000.0,93.0,Condominium,99 yrs lease commencing from 1982,43,25-Nov,Resale
MARINE PARADE,3000000.0,145.0,Condominium,99 yrs lease commencing from 1998,27,25-Nov,Resale
MARINE PARADE,1000000.0,56.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,980000.0,58.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1430000.0,73.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1920000.0,130.0,Condominium,99 yrs lease commencing from 1994,31,25-Nov,Resale
MARINE PARADE,2148888.0,150.0,Apartment,99 yrs lease commencing from 1977,48,25-Nov,Resale
MARINE PARADE,1450000.0,86.0,Condominium,99 yrs lease commencing from 1993,32,25-Nov,Resale
MARINE PARADE,3100000.0,134.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,2000000.0,146.0,Condominium,99 yrs lease commencing from 1982,43,25-Nov,Resale
MARINE PARADE,3300000.0,176.0,Condominium,99 yrs lease commencing from 1994,31,25-Nov,Resale
MARINE PARADE,4000888.0,157.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,3300000.0,227.0,Condominium,99 yrs lease commencing from 1997,28,25-Nov,Resale
MARINE PARADE,3350000.0,149.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,1220000.0,61.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,850000.0,48.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,4110000.0,196.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,1928000.0,83.0,Condominium,103 yrs lease commencing from 2009,16,25-Nov,Resale
MARINE PARADE,2675000.0,146.0,Condominium,99 yrs lease commencing from 1997,28,25-Nov,Resale
MARINE PARADE,2380000.0,187.0,Condominium,99 yrs lease commencing from 1982,43,25-Nov,Resale
MARINE PARADE,1025000.0,46.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,2338888.0,114.0,Condominium,99 yrs lease commencing from 1997,28,25-Nov,Resale
MARINE PARADE,2850000.0,104.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,2800000.0,162.0,Condominium,99 yrs lease commencing from 1997,28,25-Nov,Resale
MARINE PARADE,1930000.0,94.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1920000.0,130.0,Condominium,99 yrs lease commencing from 1994,31,25-Nov,Resale
MARINE PARADE,3300000.0,160.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,2750000.0,103.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1930000.0,106.0,Condominium,99 yrs lease commencing from 1997,28,25-Nov,Resale
MARINE PARADE,4400000.0,161.0,Apartment,99 yrs lease commencing from 2016,9,25-Nov,Resale
MARINE PARADE,1270888.0,49.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,2800000.0,269.0,Apartment,99 yrs lease commencing from 1977,48,25-Nov,Resale
MARINE PARADE,3400000.0,125.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,2035000.0,103.0,Condominium,99 yrs lease commencing from 2001,24,25-Nov,Resale
MARINE PARADE,1398000.0,71.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1225000.0,60.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,2388000.0,99.0,Condominium,99 yrs lease commencing from 2007,18,25-Nov,Resale
MARINE PARADE,1162888.0,67.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,2220000.0,74.0,Condominium,99 yrs lease commencing from 2021,4,25-Nov,Sub Sale
MARINE PARADE,1150000.0,75.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1580000.0,92.0,Condominium,Freehold,35,25-Nov,Resale
MARINE PARADE,2170000.0,110.0,Apartment,Freehold,35,25-Nov,Resale
MARINE PARADE,1720000.0,99.0,Condominium,Freehold,35,25-Nov,Resale
