source_url,source_slug,name,row_count,status,error
https://www.edgeprop.sg/landed-house/geylang-conservation-area,geylang-conservation-area,GEYLANG CONSERVATION AREA,40,ok,
https://www.edgeprop.sg/landed-house/geylang-heritage,geylang-heritage,GEYLANG HERITAGE,8,ok,
https://www.edgeprop.sg/landed-house/gilstead-68,gilstead-68,GILSTEAD 68,1,ok,
https://www.edgeprop.sg/landed-house/gilstead-brooks,gilstead-brooks,GILSTEAD BROOKS,50,ok,
https://www.edgeprop.sg/landed-house/glasgow-green,glasgow-green,GLASGOW GREEN,10,ok,
https://www.edgeprop.sg/landed-house/glasgow-villa,glasgow-villa,GLASGOW VILLA,1,ok,
https://www.edgeprop.sg/landed-house/golden-chuan-ville,golden-chuan-ville,GOLDEN CHUAN VILLE,10,ok,
https://www.edgeprop.sg/landed-house/golden-hill-estate,golden-hill-estate,GOLDEN HILL ESTATE,310,ok,
https://www.edgeprop.sg/landed-house/golden-rise-estate,golden-rise-estate,GOLDEN RISE ESTATE,49,ok,
https://www.edgeprop.sg/landed-house/golden-shower-park,golden-shower-park,GOLDEN SHOWER PARK,20,ok,
https://www.edgeprop.sg/landed-house/goldenhill-villas,goldenhill-villas,GOLDENHILL VILLAS,119,ok,
https://www.edgeprop.sg/landed-house/goldhill-gardens,goldhill-gardens,GOLDHILL GARDENS,50,ok,
https://www.edgeprop.sg/landed-house/goldill-gardens,goldill-gardens,GOLDILL GARDENS,0,ok,
https://www.edgeprop.sg/landed-house/goldleaf-gardens,goldleaf-gardens,GOLDLEAF GARDENS,40,ok,
https://www.edgeprop.sg/landed-house/goldwood-gardens,goldwood-gardens,GOLDWOOD GARDENS,2,ok,
https://www.edgeprop.sg/landed-house/goodlink-park,goodlink-park,GOODLINK PARK,30,ok,
https://www.edgeprop.sg/landed-house/goodluck-garden,goodluck-garden,GOODLUCK GARDEN,0,ok,
https://www.edgeprop.sg/landed-house/goodman-crest,goodman-crest,GOODMAN CREST,10,ok,
https://www.edgeprop.sg/landed-house/goodwood-grand,goodwood-grand,GOODWOOD GRAND,9,ok,
https://www.edgeprop.sg/landed-house/govt-co-op-housing-estate,govt-co-op-housing-estate,GOVT CO-OP HOUSING ESTATE,7,ok,
https://www.edgeprop.sg/landed-house/govt-co-op-hsingesttaikenggdn,govt-co-op-hsingesttaikenggdn,GOVT CO-OP HSINGEST@TAIKENGGDN,1,ok,
https://www.edgeprop.sg/landed-house/gpl-terrace,gpl-terrace,GPL TERRACE,6,ok,
https://www.edgeprop.sg/landed-house/grace-garden,grace-garden,GRACE GARDEN,10,ok,
https://www.edgeprop.sg/landed-house/grace-park,grace-park,GRACE PARK,40,ok,
https://www.edgeprop.sg/landed-house/grandioso-8,grandioso-8,GRANDIOSO 8,9,ok,
https://www.edgeprop.sg/landed-house/green-hill-estate,green-hill-estate,GREEN HILL ESTATE,1,ok,
https://www.edgeprop.sg/landed-house/green-gardens,green-gardens,GREEN GARDENS,7,ok,
https://www.edgeprop.sg/landed-house/green-park,green-park,GREEN PARK,30,ok,
https://www.edgeprop.sg/landed-house/green-springs,green-springs,GREEN SPRINGS,19,ok,
https://www.edgeprop.sg/landed-house/greenbank-park,greenbank-park,GREENBANK PARK,0,ok,
https://www.edgeprop.sg/landed-house/greenridge,greenridge,GREENRIDGE,0,ok,
