ref_quarter,project_name,street_name,postal_district,median_psf_pm,psf25,psf75,x,y
2025Q3,BOTANIC GARDENS MANSION,TAMAN SERASI,10,3.88,3.7,4.25,26546.22292,32282.89811
2023Q4,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.53,5.31,5.74,19713.27195,37255.21601
2024Q1,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.57,5.25,5.98,19713.27195,37255.21601
2023Q3,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.69,5.42,6.08,19713.27195,37255.21601
2024Q3,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.54,5.31,5.7,19713.27195,37255.21601
2024Q4,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.33,5.2,5.57,19713.27195,37255.21601
2024Q2,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.57,5.31,5.86,19713.27195,37255.21601
2025Q1,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.53,5.2,5.83,19713.27195,37255.21601
2025Q4,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.31,5.12,5.78,19713.27195,37255.21601
2026Q1,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.38,5.2,5.57,19713.27195,37255.21601
2025Q2,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.31,5.09,5.61,19713.27195,37255.21601
2025Q3,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.5,5.2,5.63,19713.27195,37255.21601
2026Q2,NATURA@HILLVIEW,HILLVIEW TERRACE,23,5.51,5.22,5.75,19713.27195,37255.21601
2023Q4,NINE RESIDENCES,YISHUN AVENUE 9,27,4.4,4.25,5.01,28945.32823,46128.49666
2024Q1,NINE RESIDENCES,YISHUN AVENUE 9,27,4.54,3.93,4.83,28945.32823,46128.49666
2023Q3,NINE RESIDENCES,YISHUN AVENUE 9,27,4.9,4.31,5.1,28945.32823,46128.49666
2024Q3,NINE RESIDENCES,YISHUN AVENUE 9,27,4.49,4.25,4.93,28945.32823,46128.49666
2025Q4,NINE RESIDENCES,YISHUN AVENUE 9,27,4.43,4.2,4.57,28945.32823,46128.49666
2026Q1,NINE RESIDENCES,YISHUN AVENUE 9,27,4.54,4.41,4.75,28945.32823,46128.49666
2025Q3,NINE RESIDENCES,YISHUN AVENUE 9,27,4.68,4.54,4.91,28945.32823,46128.49666
2026Q2,NINE RESIDENCES,YISHUN AVENUE 9,27,4.57,4.29,4.93,28945.32823,46128.49666
2024Q3,ISLAND VIEW,JALAN MAT JAMBOL,05,2.38,2.25,2.64,23580.50057,29089.91146
2023Q3,THE ESTA,AMBER GARDENS,15,4.95,4.67,5.21,35415.73097,31634.19509
2023Q4,THE ESTA,AMBER GARDENS,15,4.95,4.8,5.05,35415.73097,31634.19509
2024Q1,THE ESTA,AMBER GARDENS,15,4.75,4.57,5.02,35415.73097,31634.19509
2024Q3,THE ESTA,AMBER GARDENS,15,4.77,4.54,5.09,35415.73097,31634.19509
2024Q4,THE ESTA,AMBER GARDENS,15,4.9,4.73,5.22,35415.73097,31634.19509
2024Q2,THE ESTA,AMBER GARDENS,15,4.77,4.5,4.92,35415.73097,31634.19509
2025Q1,THE ESTA,AMBER GARDENS,15,4.84,4.61,5,35415.73097,31634.19509
2026Q2,THE ESTA,AMBER GARDENS,15,4.9,4.87,4.96,35415.73097,31634.19509
2025Q4,THE ESTA,AMBER GARDENS,15,4.91,4.76,5.1,35415.73097,31634.19509
2026Q1,THE ESTA,AMBER GARDENS,15,4.86,4.7,5.13,35415.73097,31634.19509
2025Q2,THE ESTA,AMBER GARDENS,15,4.92,4.71,5.18,35415.73097,31634.19509
2025Q3,THE ESTA,AMBER GARDENS,15,4.91,4.65,5.05,35415.73097,31634.19509
2023Q4,LAKE GRANDE,JURONG LAKE LINK,22,6.74,6.18,7.19,15826.82514,36420.42688
2024Q1,LAKE GRANDE,JURONG LAKE LINK,22,6.32,5.81,6.97,15826.82514,36420.42688
2023Q3,LAKE GRANDE,JURONG LAKE LINK,22,6.37,5.87,6.91,15826.82514,36420.42688
2024Q3,LAKE GRANDE,JURONG LAKE LINK,22,6.09,5.68,6.52,15826.82514,36420.42688
2024Q4,LAKE GRANDE,JURONG LAKE LINK,22,6.52,5.8,7.16,15826.82514,36420.42688
2024Q2,LAKE GRANDE,JURONG LAKE LINK,22,6.19,5.56,6.58,15826.82514,36420.42688
2025Q1,LAKE GRANDE,JURONG LAKE LINK,22,6.03,5.54,6.57,15826.82514,36420.42688
2025Q4,LAKE GRANDE,JURONG LAKE LINK,22,6.24,5.54,6.57,15826.82514,36420.42688
2026Q1,LAKE GRANDE,JURONG LAKE LINK,22,6.27,5.68,6.77,15826.82514,36420.42688
2025Q2,LAKE GRANDE,JURONG LAKE LINK,22,6.08,5.58,6.67,15826.82514,36420.42688
2025Q3,LAKE GRANDE,JURONG LAKE LINK,22,6.03,5.55,6.58,15826.82514,36420.42688
2026Q2,LAKE GRANDE,JURONG LAKE LINK,22,5.97,5.59,6.58,15826.82514,36420.42688
2024Q3,PARC SEABREEZE,JOO CHIAT ROAD,15,4.64,4.43,4.77,36073.31887,31814.3211
2023Q4,PEBBLE BAY,TANJONG RHU ROAD,15,4.54,4.27,4.93,32189.59474,31167.74971
2024Q1,PEBBLE BAY,TANJONG RHU ROAD,15,4.37,4.22,4.69,32189.59474,31167.74971
2023Q3,PEBBLE BAY,TANJONG RHU ROAD,15,4.5,4.14,4.78,32189.59474,31167.74971
2024Q3,PEBBLE BAY,TANJONG RHU ROAD,15,4.49,4.19,4.83,32189.59474,31167.74971
2024Q4,PEBBLE BAY,TANJONG RHU ROAD,15,4.23,4.12,4.59,32189.59474,31167.74971
2024Q2,PEBBLE BAY,TANJONG RHU ROAD,15,4.47,4.06,4.77,32189.59474,31167.74971
2025Q1,PEBBLE BAY,TANJONG RHU ROAD,15,4.45,4.24,4.74,32189.59474,31167.74971
2026Q2,PEBBLE BAY,TANJONG RHU ROAD,15,4.6,4.47,4.79,32189.59474,31167.74971
2025Q4,PEBBLE BAY,TANJONG RHU ROAD,15,4.65,4.42,4.93,32189.59474,31167.74971
2026Q1,PEBBLE BAY,TANJONG RHU ROAD,15,4.47,4.33,4.79,32189.59474,31167.74971
2025Q2,PEBBLE BAY,TANJONG RHU ROAD,15,4.37,4.2,4.53,32189.59474,31167.74971
2025Q3,PEBBLE BAY,TANJONG RHU ROAD,15,4.59,4.33,4.75,32189.59474,31167.74971
2025Q2,HILLVIEW 128,HILLVIEW AVENUE,23,3.52,3.42,3.61,19941.45121,37673.37198
2023Q4,ORCHARD SCOTTS,ANTHONY ROAD,09,5.05,4.53,5.96,28564.11797,32434.83936
2024Q1,ORCHARD SCOTTS,ANTHONY ROAD,09,5.3,4.96,5.8,28564.11797,32434.83936
2023Q3,ORCHARD SCOTTS,ANTHONY ROAD,09,5.21,4.69,5.53,28564.11797,32434.83936
2024Q3,ORCHARD SCOTTS,ANTHONY ROAD,09,5.09,4.74,5.78,28564.11797,32434.83936
2024Q4,ORCHARD SCOTTS,ANTHONY ROAD,09,5,4.7,5.76,28564.11797,32434.83936
2024Q2,ORCHARD SCOTTS,ANTHONY ROAD,09,5.37,4.56,5.9,28564.11797,32434.83936
2025Q1,ORCHARD SCOTTS,ANTHONY ROAD,09,5.26,4.73,5.55,28564.11797,32434.83936
2025Q4,ORCHARD SCOTTS,ANTHONY ROAD,09,5.46,4.91,5.66,28564.11797,32434.83936
2026Q1,ORCHARD SCOTTS,ANTHONY ROAD,09,5.14,4.91,5.62,28564.11797,32434.83936
2025Q2,ORCHARD SCOTTS,ANTHONY ROAD,09,5.34,5.07,5.86,28564.11797,32434.83936
2025Q3,ORCHARD SCOTTS,ANTHONY ROAD,09,4.93,4.51,5.52,28564.11797,32434.83936
2026Q2,ORCHARD SCOTTS,ANTHONY ROAD,09,4.83,4.75,5.81,28564.11797,32434.83936
2023Q4,AMARYLLIS VILLE,NEWTON ROAD,11,5.86,5.45,6.01,28967.16169,32999.87343
2023Q3,AMARYLLIS VILLE,NEWTON ROAD,11,5.64,5.38,5.86,28967.16169,32999.87343
2024Q1,AMARYLLIS VILLE,NEWTON ROAD,11,5.45,5.25,5.65,28967.16169,32999.87343
2024Q4,AMARYLLIS VILLE,NEWTON ROAD,11,5.1,4.9,5.71,28967.16169,32999.87343
2024Q2,AMARYLLIS VILLE,NEWTON ROAD,11,5.31,5.22,5.68,28967.16169,32999.87343
2025Q1,AMARYLLIS VILLE,NEWTON ROAD,11,5.14,4.85,5.26,28967.16169,32999.87343
2024Q3,AMARYLLIS VILLE,NEWTON ROAD,11,5.31,4.95,5.54,28967.16169,32999.87343
2025Q4,AMARYLLIS VILLE,NEWTON ROAD,11,5.21,4.95,5.64,28967.16169,32999.87343
2026Q1,AMARYLLIS VILLE,NEWTON ROAD,11,5.33,5.14,5.53,28967.16169,32999.87343
2025Q2,AMARYLLIS VILLE,NEWTON ROAD,11,5.25,5.08,5.53,28967.16169,32999.87343
2025Q3,AMARYLLIS VILLE,NEWTON ROAD,11,5.41,5.16,5.98,28967.16169,32999.87343
2026Q2,AMARYLLIS VILLE,NEWTON ROAD,11,5.32,5.19,5.74,28967.16169,32999.87343
2023Q4,ARDMORE PARK,ARDMORE PARK,10,6.59,6.24,7.28,27582.07465,32534.29099
2023Q3,ARDMORE PARK,ARDMORE PARK,10,6.93,6.76,7.63,27582.07465,32534.29099
2024Q1,ARDMORE PARK,ARDMORE PARK,10,6.41,5.94,6.85,27582.07465,32534.29099
2024Q4,ARDMORE PARK,ARDMORE PARK,10,6.24,5.89,6.41,27582.07465,32534.29099
2024Q2,ARDMORE PARK,ARDMORE PARK,10,6.38,6.24,6.79,27582.07465,32534.29099
2025Q1,ARDMORE PARK,ARDMORE PARK,10,6.41,6.17,6.59,27582.07465,32534.29099
2024Q3,ARDMORE PARK,ARDMORE PARK,10,6.38,6.24,6.69,27582.07465,32534.29099
2025Q4,ARDMORE PARK,ARDMORE PARK,10,6.36,6.24,6.59,27582.07465,32534.29099
2026Q1,ARDMORE PARK,ARDMORE PARK,10,6.47,6.24,6.82,27582.07465,32534.29099
2025Q2,ARDMORE PARK,ARDMORE PARK,10,6.5,6.27,6.59,27582.07465,32534.29099
2025Q3,ARDMORE PARK,ARDMORE PARK,10,6.59,6.24,6.93,27582.07465,32534.29099
2023Q3,VIZ AT HOLLAND,QUEENSWAY,10,5.54,5.23,6.41,24511.73535,32313.33104
2023Q4,VIZ AT HOLLAND,QUEENSWAY,10,5.38,4.92,5.69,24511.73535,32313.33104
2024Q3,VIZ AT HOLLAND,QUEENSWAY,10,5.01,4.66,5.96,24511.73535,32313.33104
2025Q3,VIZ AT HOLLAND,QUEENSWAY,10,4.97,4.41,5.2,24511.73535,32313.33104
2025Q4,VIZ AT HOLLAND,QUEENSWAY,10,4.84,4.6,5.33,24511.73535,32313.33104
2024Q1,VIZ AT HOLLAND,QUEENSWAY,10,5.23,4.72,5.76,24511.73535,32313.33104
2026Q1,VIZ AT HOLLAND,QUEENSWAY,10,4.78,4.58,5.44,24511.73535,32313.33104
2026Q2,VIZ AT HOLLAND,QUEENSWAY,10,5.23,4.63,5.72,24511.73535,32313.33104
2023Q4,LOYANG VALLEY,LOYANG AVENUE,17,2.36,1.96,2.68,43280.8406,39019.82039
2024Q1,LOYANG VALLEY,LOYANG AVENUE,17,2.47,2.35,2.65,43280.8406,39019.82039
2023Q3,LOYANG VALLEY,LOYANG AVENUE,17,2.64,2.36,2.69,43280.8406,39019.82039
2024Q3,LOYANG VALLEY,LOYANG AVENUE,17,2.31,2.24,2.59,43280.8406,39019.82039
2024Q4,LOYANG VALLEY,LOYANG AVENUE,17,2.31,2.12,2.88,43280.8406,39019.82039
2024Q2,LOYANG VALLEY,LOYANG AVENUE,17,2.56,2.29,2.86,43280.8406,39019.82039
2025Q1,LOYANG VALLEY,LOYANG AVENUE,17,2.36,2.26,2.47,43280.8406,39019.82039
2026Q1,LOYANG VALLEY,LOYANG AVENUE,17,2.61,2.35,2.75,43280.8406,39019.82039
2025Q2,LOYANG VALLEY,LOYANG AVENUE,17,2.56,2.21,2.71,43280.8406,39019.82039
2025Q3,LOYANG VALLEY,LOYANG AVENUE,17,2.56,2.33,2.69,43280.8406,39019.82039
2026Q2,LOYANG VALLEY,LOYANG AVENUE,17,2.4,2.1,2.71,43280.8406,39019.82039
2024Q1,OCEAN PARK,EAST COAST ROAD,15,3.39,3.11,3.64,37526.74814,32297.4164
2023Q3,OCEAN PARK,EAST COAST ROAD,15,3.48,3.32,3.7,37526.74814,32297.4164
2024Q3,OCEAN PARK,EAST COAST ROAD,15,3.52,3.1,3.57,37526.74814,32297.4164
2025Q1,OCEAN PARK,EAST COAST ROAD,15,3.41,3.32,3.79,37526.74814,32297.4164
2026Q1,OCEAN PARK,EAST COAST ROAD,15,3.61,3.51,3.77,37526.74814,32297.4164
2025Q2,OCEAN PARK,EAST COAST ROAD,15,3.63,3.32,3.78,37526.74814,32297.4164
2025Q3,OCEAN PARK,EAST COAST ROAD,15,3.46,3.36,3.56,37526.74814,32297.4164
2025Q3,ASTON MANSIONS,LORONG 42 GEYLANG,14,4.21,4.03,4.32,34369.72732,32906.76696
2024Q1,CHILTERN PARK,SERANGOON AVENUE 3,19,3.7,3.54,4.06,31346.40717,36947.73494
2023Q4,CHILTERN PARK,SERANGOON AVENUE 3,19,3.58,3.38,3.93,31346.40717,36947.73494
2023Q3,CHILTERN PARK,SERANGOON AVENUE 3,19,3.63,3.37,3.85,31346.40717,36947.73494
2024Q3,CHILTERN PARK,SERANGOON AVENUE 3,19,3.86,3.67,4,31346.40717,36947.73494
2024Q4,CHILTERN PARK,SERANGOON AVENUE 3,19,3.81,3.43,4.01,31346.40717,36947.73494
2024Q2,CHILTERN PARK,SERANGOON AVENUE 3,19,4.01,3.8,4.27,31346.40717,36947.73494
2025Q1,CHILTERN PARK,SERANGOON AVENUE 3,19,3.81,3.54,4.03,31346.40717,36947.73494
2025Q4,CHILTERN PARK,SERANGOON AVENUE 3,19,3.82,3.61,3.92,31346.40717,36947.73494
2026Q1,CHILTERN PARK,SERANGOON AVENUE 3,19,3.82,3.49,4.16,31346.40717,36947.73494
2025Q2,CHILTERN PARK,SERANGOON AVENUE 3,19,4.06,3.91,4.11,31346.40717,36947.73494
2025Q3,CHILTERN PARK,SERANGOON AVENUE 3,19,3.67,3.37,3.85,31346.40717,36947.73494
2026Q2,CHILTERN PARK,SERANGOON AVENUE 3,19,4,3.87,4.21,31346.40717,36947.73494
2024Q1,JUI RESIDENCES,SERANGOON ROAD,12,5.86,5.29,6.48,31645.74605,34284.62102
2025Q3,JUI RESIDENCES,SERANGOON ROAD,12,5.39,5.13,5.72,31645.74605,34284.62102
2023Q3,ONE OXLEY RISE,OXLEY RISE,09,5.63,5.34,6.05,28928.35561,31282.48733
2024Q3,ONE OXLEY RISE,OXLEY RISE,09,5.43,4.61,5.78,28928.35561,31282.48733
2024Q4,ONE OXLEY RISE,OXLEY RISE,09,5.48,5.35,6.01,28928.35561,31282.48733
2025Q1,ONE OXLEY RISE,OXLEY RISE,09,5.28,4.96,5.51,28928.35561,31282.48733
2025Q2,ONE OXLEY RISE,OXLEY RISE,09,5.04,4.93,5.45,28928.35561,31282.48733
2025Q3,ONE OXLEY RISE,OXLEY RISE,09,5.44,4.92,5.62,28928.35561,31282.48733
2023Q3,HELIOS RESIDENCES,CAIRNHILL CIRCLE,09,5.94,5.48,6.13,28547.40787,32118.91426
2024Q3,HELIOS RESIDENCES,CAIRNHILL CIRCLE,09,5.53,4.96,5.93,28547.40787,32118.91426
2024Q4,HELIOS RESIDENCES,CAIRNHILL CIRCLE,09,5.4,5.26,5.61,28547.40787,32118.91426
2024Q2,HELIOS RESIDENCES,CAIRNHILL CIRCLE,09,5.75,5.48,6.18,28547.40787,32118.91426
2025Q1,HELIOS RESIDENCES,CAIRNHILL CIRCLE,09,5.58,5.19,5.67,28547.40787,32118.91426
2026Q2,HELIOS RESIDENCES,CAIRNHILL CIRCLE,09,5.76,5.51,6.06,28547.40787,32118.91426
2023Q3,ROBINSON SUITES,ROBINSON ROAD,01,7.82,7.64,8.1,29846.63542,29255.88268
2023Q4,ROBINSON SUITES,ROBINSON ROAD,01,7.57,7.33,7.95,29846.63542,29255.88268
2024Q1,ROBINSON SUITES,ROBINSON ROAD,01,7.43,7.01,7.51,29846.63542,29255.88268
2024Q3,ROBINSON SUITES,ROBINSON ROAD,01,7.13,6.7,7.32,29846.63542,29255.88268
2024Q4,ROBINSON SUITES,ROBINSON ROAD,01,7.25,7.05,7.46,29846.63542,29255.88268
2024Q2,ROBINSON SUITES,ROBINSON ROAD,01,7.02,6.64,7.47,29846.63542,29255.88268
2025Q1,ROBINSON SUITES,ROBINSON ROAD,01,7.46,7.07,7.71,29846.63542,29255.88268
2026Q2,ROBINSON SUITES,ROBINSON ROAD,01,7.23,6.84,7.49,29846.63542,29255.88268
2025Q4,ROBINSON SUITES,ROBINSON ROAD,01,7.27,6.99,7.64,29846.63542,29255.88268
2026Q1,ROBINSON SUITES,ROBINSON ROAD,01,7.17,6.88,7.69,29846.63542,29255.88268
2025Q2,ROBINSON SUITES,ROBINSON ROAD,01,7.31,7.07,7.64,29846.63542,29255.88268
2025Q3,ROBINSON SUITES,ROBINSON ROAD,01,7.23,6.85,7.63,29846.63542,29255.88268
2023Q3,THE ATRIA AT MEYER,MEYER ROAD,15,3.73,3.62,4.06,34201.43633,31016.00552
2023Q4,THE ATRIA AT MEYER,MEYER ROAD,15,4.09,3.73,4.19,34201.43633,31016.00552
2024Q3,THE ATRIA AT MEYER,MEYER ROAD,15,3.87,3.62,4.05,34201.43633,31016.00552
2024Q2,THE ATRIA AT MEYER,MEYER ROAD,15,3.88,3.73,4.11,34201.43633,31016.00552
2026Q2,THE ATRIA AT MEYER,MEYER ROAD,15,4.24,3.93,4.31,34201.43633,31016.00552
2025Q4,THE ATRIA AT MEYER,MEYER ROAD,15,4.21,3.93,4.27,34201.43633,31016.00552
2025Q3,THE ATRIA AT MEYER,MEYER ROAD,15,4.02,3.93,4.21,34201.43633,31016.00552
2024Q1,HAIG COURT,HAIG ROAD,15,3.58,3.47,3.82,35168.32662,32070.0053
2023Q3,HAIG COURT,HAIG ROAD,15,3.81,3.41,4.22,35168.32662,32070.0053
2024Q3,HAIG COURT,HAIG ROAD,15,3.67,3.52,3.93,35168.32662,32070.0053
2024Q4,HAIG COURT,HAIG ROAD,15,3.92,3.58,4,35168.32662,32070.0053
2024Q2,HAIG COURT,HAIG ROAD,15,3.87,3.68,4.13,35168.32662,32070.0053
2025Q1,HAIG COURT,HAIG ROAD,15,3.6,3.39,3.68,35168.32662,32070.0053
2026Q1,HAIG COURT,HAIG ROAD,15,3.58,3.29,3.99,35168.32662,32070.0053
2025Q2,HAIG COURT,HAIG ROAD,15,3.81,3.63,3.95,35168.32662,32070.0053
2026Q2,HAIG COURT,HAIG ROAD,15,3.88,3.49,4.05,35168.32662,32070.0053
2024Q1,THE INFLORA,FLORA DRIVE,17,5.29,4.36,5.62,42789.93839,37587.80672
2023Q4,THE INFLORA,FLORA DRIVE,17,4.54,4.16,5.26,42789.93839,37587.80672
2023Q3,THE INFLORA,FLORA DRIVE,17,4.65,4.05,5.62,42789.93839,37587.80672
2024Q3,THE INFLORA,FLORA DRIVE,17,4.51,3.67,5.4,42789.93839,37587.80672
2024Q4,THE INFLORA,FLORA DRIVE,17,4.44,3.73,5.18,42789.93839,37587.80672
2024Q2,THE INFLORA,FLORA DRIVE,17,4.31,4.04,4.93,42789.93839,37587.80672
2025Q1,THE INFLORA,FLORA DRIVE,17,4.38,3.77,4.97,42789.93839,37587.80672
2026Q2,THE INFLORA,FLORA DRIVE,17,5.23,4.14,5.43,42789.93839,37587.80672
2025Q4,THE INFLORA,FLORA DRIVE,17,4.28,3.7,4.72,42789.93839,37587.80672
2026Q1,THE INFLORA,FLORA DRIVE,17,4.48,4.11,5.4,42789.93839,37587.80672
2025Q2,THE INFLORA,FLORA DRIVE,17,4.89,4.04,5.51,42789.93839,37587.80672
2025Q3,THE INFLORA,FLORA DRIVE,17,4.16,3.77,4.96,42789.93839,37587.80672
2024Q1,THE LANAI,HILLVIEW AVENUE,23,4.15,3.97,4.31,20032.55215,37553.37438
2023Q4,THE LANAI,HILLVIEW AVENUE,23,4.18,4.07,4.31,20032.55215,37553.37438
2023Q3,THE LANAI,HILLVIEW AVENUE,23,4.31,4.19,4.34,20032.55215,37553.37438
2024Q3,THE LANAI,HILLVIEW AVENUE,23,4.1,3.91,4.18,20032.55215,37553.37438
2024Q4,THE LANAI,HILLVIEW AVENUE,23,4.07,3.97,4.2,20032.55215,37553.37438
2024Q2,THE LANAI,HILLVIEW AVENUE,23,4.12,3.97,4.26,20032.55215,37553.37438
2025Q1,THE LANAI,HILLVIEW AVENUE,23,4.22,4.18,4.61,20032.55215,37553.37438
2026Q2,THE LANAI,HILLVIEW AVENUE,23,4.26,4.11,4.33,20032.55215,37553.37438
2026Q1,THE LANAI,HILLVIEW AVENUE,23,4.18,4.07,4.38,20032.55215,37553.37438
2025Q2,THE LANAI,HILLVIEW AVENUE,23,4.14,3.97,4.26,20032.55215,37553.37438
2025Q3,THE LANAI,HILLVIEW AVENUE,23,4.07,3.91,4.22,20032.55215,37553.37438
2023Q3,THE WATERINA,LORONG 40 GEYLANG,14,4.03,3.86,4.36,34334.00145,32744.12386
2023Q4,THE WATERINA,LORONG 40 GEYLANG,14,4.22,3.92,4.47,34334.00145,32744.12386
2024Q1,THE WATERINA,LORONG 40 GEYLANG,14,4.38,4,4.58,34334.00145,32744.12386
2025Q1,THE WATERINA,LORONG 40 GEYLANG,14,4.41,4.18,4.63,34334.00145,32744.12386
2024Q3,THE WATERINA,LORONG 40 GEYLANG,14,4.3,3.98,4.61,34334.00145,32744.12386
2024Q4,THE WATERINA,LORONG 40 GEYLANG,14,4.14,3.94,4.34,34334.00145,32744.12386
2024Q2,THE WATERINA,LORONG 40 GEYLANG,14,3.99,3.56,4.27,34334.00145,32744.12386
2025Q4,THE WATERINA,LORONG 40 GEYLANG,14,4.32,3.94,4.59,34334.00145,32744.12386
2026Q2,THE WATERINA,LORONG 40 GEYLANG,14,4.29,3.77,4.56,34334.00145,32744.12386
2026Q1,THE WATERINA,LORONG 40 GEYLANG,14,4.3,3.99,4.54,34334.00145,32744.12386
2025Q2,THE WATERINA,LORONG 40 GEYLANG,14,4.57,4.2,4.7,34334.00145,32744.12386
2025Q3,THE WATERINA,LORONG 40 GEYLANG,14,4.19,3.99,4.67,34334.00145,32744.12386
2023Q3,TRIBECA,KIM SENG ROAD,09,6.34,5.25,7.21,28122.03704,30376.19907
2023Q4,TRIBECA,KIM SENG ROAD,09,5.81,5.66,6.45,28122.03704,30376.19907
2024Q1,TRIBECA,KIM SENG ROAD,09,5.26,5.08,6.41,28122.03704,30376.19907
2025Q1,TRIBECA,KIM SENG ROAD,09,5.62,4.98,7.01,28122.03704,30376.19907
2024Q3,TRIBECA,KIM SENG ROAD,09,6.31,5.06,7.02,28122.03704,30376.19907
2024Q4,TRIBECA,KIM SENG ROAD,09,6.23,5.26,7.23,28122.03704,30376.19907
2024Q2,TRIBECA,KIM SENG ROAD,09,5.38,4.87,6.31,28122.03704,30376.19907
2025Q3,TRIBECA,KIM SENG ROAD,09,5.81,5.52,6.47,28122.03704,30376.19907
2025Q4,TRIBECA,KIM SENG ROAD,09,5.52,5.32,6.79,28122.03704,30376.19907
2026Q2,TRIBECA,KIM SENG ROAD,09,5.43,5,6.62,28122.03704,30376.19907
2026Q1,TRIBECA,KIM SENG ROAD,09,5.03,4.83,5.49,28122.03704,30376.19907
2025Q2,TRIBECA,KIM SENG ROAD,09,6.19,5.21,7.01,28122.03704,30376.19907
2023Q3,120 GRANGE,GRANGE ROAD,10,8.5,8.28,8.72,27138.2579,31363.99738
2024Q2,120 GRANGE,GRANGE ROAD,10,7.37,7.14,7.89,27138.2579,31363.99738
2025Q4,120 GRANGE,GRANGE ROAD,10,7.89,7.37,8.76,27138.2579,31363.99738
2026Q1,120 GRANGE,GRANGE ROAD,10,7.26,7.03,7.83,27138.2579,31363.99738
2025Q2,120 GRANGE,GRANGE ROAD,10,7.54,7.36,7.83,27138.2579,31363.99738
2023Q3,VIBES @ EAST COAST,TELOK KURAU ROAD,15,6.67,6.24,6.91,36716.59595,32427.68403
2024Q1,VIBES @ EAST COAST,TELOK KURAU ROAD,15,6.58,5.13,7.04,36716.59595,32427.68403
2025Q1,VIBES @ EAST COAST,TELOK KURAU ROAD,15,6.45,6.01,7.05,36716.59595,32427.68403
2024Q2,VIBES @ EAST COAST,TELOK KURAU ROAD,15,5.8,4.84,6.38,36716.59595,32427.68403
2024Q3,VIBES @ EAST COAST,TELOK KURAU ROAD,15,5.94,5.56,6.4,36716.59595,32427.68403
2024Q4,VIBES @ EAST COAST,TELOK KURAU ROAD,15,6.3,5.87,6.77,36716.59595,32427.68403
2025Q3,VIBES @ EAST COAST,TELOK KURAU ROAD,15,6.39,6.08,6.97,36716.59595,32427.68403
2025Q4,VIBES @ EAST COAST,TELOK KURAU ROAD,15,6.6,6.17,7,36716.59595,32427.68403
2026Q1,VIBES @ EAST COAST,TELOK KURAU ROAD,15,6.55,6.17,7,36716.59595,32427.68403
2025Q2,VIBES @ EAST COAST,TELOK KURAU ROAD,15,6.19,4.76,7.15,36716.59595,32427.68403
2026Q2,VIBES @ EAST COAST,TELOK KURAU ROAD,15,6.33,4.86,6.69,36716.59595,32427.68403
2023Q4,RIVER PLACE,HAVELOCK ROAD,03,4.84,4.65,5.19,28890.08609,30300.71804
2024Q1,RIVER PLACE,HAVELOCK ROAD,03,5.09,4.76,5.47,28890.08609,30300.71804
2023Q3,RIVER PLACE,HAVELOCK ROAD,03,5.15,4.85,5.62,28890.08609,30300.71804
2024Q3,RIVER PLACE,HAVELOCK ROAD,03,5.02,4.74,5.55,28890.08609,30300.71804
2024Q4,RIVER PLACE,HAVELOCK ROAD,03,4.99,4.41,5.29,28890.08609,30300.71804
2024Q2,RIVER PLACE,HAVELOCK ROAD,03,4.98,4.47,5.32,28890.08609,30300.71804
2025Q1,RIVER PLACE,HAVELOCK ROAD,03,4.96,4.65,5.31,28890.08609,30300.71804
2026Q2,RIVER PLACE,HAVELOCK ROAD,03,5.09,4.59,5.4,28890.08609,30300.71804
2025Q4,RIVER PLACE,HAVELOCK ROAD,03,4.98,4.6,5.32,28890.08609,30300.71804
2026Q1,RIVER PLACE,HAVELOCK ROAD,03,5.03,4.88,5.31,28890.08609,30300.71804
2025Q2,RIVER PLACE,HAVELOCK ROAD,03,5.02,4.75,5.27,28890.08609,30300.71804
2025Q3,RIVER PLACE,HAVELOCK ROAD,03,4.9,4.65,5.12,28890.08609,30300.71804
2025Q1,GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,3.89,3.49,3.9,37104.20533,32938.67583
2023Q3,THE SUNNY SPRING,LORONG 40 GEYLANG,14,3.7,3.6,4.02,34254.03879,32714.60897
2023Q4,THE SUNNY SPRING,LORONG 40 GEYLANG,14,3.82,3.3,4.44,34254.03879,32714.60897
2024Q1,THE SUNNY SPRING,LORONG 40 GEYLANG,14,3.86,3.48,4.04,34254.03879,32714.60897
2025Q1,THE SUNNY SPRING,LORONG 40 GEYLANG,14,3.72,3.52,3.93,34254.03879,32714.60897
2024Q3,THE SUNNY SPRING,LORONG 40 GEYLANG,14,3.81,3.52,4.2,34254.03879,32714.60897
2024Q4,THE SUNNY SPRING,LORONG 40 GEYLANG,14,4.03,3.87,4.45,34254.03879,32714.60897
2024Q2,THE SUNNY SPRING,LORONG 40 GEYLANG,14,3.92,3.7,4.17,34254.03879,32714.60897
