ref_quarter,project_name,street_name,postal_district,median_psf_pm,psf25,psf75,x,y
2023Q3,ECHELON,ALEXANDRA VIEW,03,7.22,6.7,7.72,26286.28759,30344.26262
2024Q3,ECHELON,ALEXANDRA VIEW,03,6.28,6.03,6.83,26286.28759,30344.26262
2024Q4,ECHELON,ALEXANDRA VIEW,03,6.69,6.13,7.58,26286.28759,30344.26262
2024Q2,ECHELON,ALEXANDRA VIEW,03,6.56,5.95,7.32,26286.28759,30344.26262
2025Q1,ECHELON,ALEXANDRA VIEW,03,6.62,6.15,7.51,26286.28759,30344.26262
2025Q4,ECHELON,ALEXANDRA VIEW,03,6.83,6.4,7.52,26286.28759,30344.26262
2026Q1,ECHELON,ALEXANDRA VIEW,03,6.83,6.17,7.51,26286.28759,30344.26262
2025Q2,ECHELON,ALEXANDRA VIEW,03,6.69,6.22,6.93,26286.28759,30344.26262
2025Q3,ECHELON,ALEXANDRA VIEW,03,6.74,6.32,7.84,26286.28759,30344.26262
2026Q2,ECHELON,ALEXANDRA VIEW,03,6.83,6.29,7.24,26286.28759,30344.26262
2026Q1,WING FONG MANSIONS,LORONG 14 GEYLANG,14,4.12,3.74,4.41,33086.67557,32533.81447
2024Q1,SOMMERVILLE GRANDEUR,FARRER DRIVE,10,3.69,3.61,3.85,25017.05042,32896.34073
2024Q3,SOMMERVILLE GRANDEUR,FARRER DRIVE,10,3.83,3.59,4.02,25017.05042,32896.34073
2026Q2,SOMMERVILLE GRANDEUR,FARRER DRIVE,10,3.77,3.65,3.96,25017.05042,32896.34073
2024Q4,ALLSWORTH PARK,HOLLAND ROAD,10,3.53,3.37,3.72,22124.00824,33571.15902
2025Q1,ALLSWORTH PARK,HOLLAND ROAD,10,3.57,3.39,3.73,22124.00824,33571.15902
2024Q3,ALLSWORTH PARK,HOLLAND ROAD,10,3.57,3.48,3.68,22124.00824,33571.15902
2024Q1,TRILIVE,TAMPINES ROAD,19,5.58,5.15,5.97,34486.7758,38209.2456
2025Q1,TRILIVE,TAMPINES ROAD,19,5.05,4.29,5.41,34486.7758,38209.2456
2024Q4,TRILIVE,TAMPINES ROAD,19,4.31,4,5.42,34486.7758,38209.2456
2025Q3,TRILIVE,TAMPINES ROAD,19,4.8,4.49,5.11,34486.7758,38209.2456
2026Q2,TRILIVE,TAMPINES ROAD,19,5.2,5.05,5.6,34486.7758,38209.2456
2026Q1,TRILIVE,TAMPINES ROAD,19,4.95,3.96,5.38,34486.7758,38209.2456
2025Q2,TRILIVE,TAMPINES ROAD,19,4.65,3.85,5.68,34486.7758,38209.2456
2024Q3,HIGHGATE,TOH TUCK ROAD,21,3.25,2.94,3.3,20561.39383,35962.2681
2023Q3,THE WATER EDGE,LORONG 38 GEYLANG,14,6.27,6.07,6.8,34178.88371,32884.95073
2024Q4,THE WATER EDGE,LORONG 38 GEYLANG,14,6.12,5.89,6.56,34178.88371,32884.95073
2024Q2,THE WATER EDGE,LORONG 38 GEYLANG,14,6.39,6.06,6.62,34178.88371,32884.95073
2025Q4,THE WATER EDGE,LORONG 38 GEYLANG,14,5.78,5.61,6.45,34178.88371,32884.95073
2026Q2,THE WATER EDGE,LORONG 38 GEYLANG,14,6.06,5.81,6.74,34178.88371,32884.95073
2025Q2,THE WATER EDGE,LORONG 38 GEYLANG,14,5.81,5.35,6.5,34178.88371,32884.95073
2025Q3,THE WATER EDGE,LORONG 38 GEYLANG,14,6.34,5.15,6.68,34178.88371,32884.95073
2024Q1,SUITES @ GUILLEMARD,LIM AH WOO ROAD,15,6.18,5.39,7.06,34494.82688,32752.3014
2024Q3,SUITES @ GUILLEMARD,LIM AH WOO ROAD,15,6,5.44,6.81,34494.82688,32752.3014
2026Q2,SUITES @ GUILLEMARD,LIM AH WOO ROAD,15,5.97,5.69,6.45,34494.82688,32752.3014
2026Q1,SUITES @ GUILLEMARD,LIM AH WOO ROAD,15,5.78,4.62,6.52,34494.82688,32752.3014
2025Q2,SUITES @ GUILLEMARD,LIM AH WOO ROAD,15,6.45,5.97,6.65,34494.82688,32752.3014
2023Q3,TWIN VEW,WEST COAST VALE,05,6.19,5.92,6.46,19034.76773,33557.24244
2024Q1,TWIN VEW,WEST COAST VALE,05,5.5,5.15,5.89,19034.76773,33557.24244
2023Q4,TWIN VEW,WEST COAST VALE,05,5.89,5.6,6.15,19034.76773,33557.24244
2025Q1,TWIN VEW,WEST COAST VALE,05,5.63,5.39,5.91,19034.76773,33557.24244
2024Q2,TWIN VEW,WEST COAST VALE,05,5.5,5.15,6.13,19034.76773,33557.24244
2024Q3,TWIN VEW,WEST COAST VALE,05,5.77,5.49,6.05,19034.76773,33557.24244
2024Q4,TWIN VEW,WEST COAST VALE,05,5.79,5.61,5.97,19034.76773,33557.24244
2025Q3,TWIN VEW,WEST COAST VALE,05,5.75,5.5,6.12,19034.76773,33557.24244
2025Q4,TWIN VEW,WEST COAST VALE,05,5.86,5.65,6.14,19034.76773,33557.24244
2026Q2,TWIN VEW,WEST COAST VALE,05,5.76,5.25,6.27,19034.76773,33557.24244
2026Q1,TWIN VEW,WEST COAST VALE,05,5.63,5.39,5.91,19034.76773,33557.24244
2025Q2,TWIN VEW,WEST COAST VALE,05,5.46,5.19,5.97,19034.76773,33557.24244
2025Q1,PARK EAST,JALAN TUA KONG,15,3.48,3.26,3.55,38070.77152,33406.87397
2026Q1,PARK EAST,JALAN TUA KONG,15,3.49,3.32,3.68,38070.77152,33406.87397
2023Q3,SKY HABITAT,BISHAN STREET 15,20,5,4.47,5.35,30090.28181,37129.95143
2023Q4,SKY HABITAT,BISHAN STREET 15,20,5.07,4.47,5.23,30090.28181,37129.95143
2024Q1,SKY HABITAT,BISHAN STREET 15,20,4.93,4.4,5.18,30090.28181,37129.95143
2024Q3,SKY HABITAT,BISHAN STREET 15,20,4.89,4.51,5.25,30090.28181,37129.95143
2024Q4,SKY HABITAT,BISHAN STREET 15,20,5.13,4.71,5.34,30090.28181,37129.95143
2024Q2,SKY HABITAT,BISHAN STREET 15,20,4.75,4.46,5.2,30090.28181,37129.95143
2025Q1,SKY HABITAT,BISHAN STREET 15,20,4.82,4.56,5.29,30090.28181,37129.95143
2026Q2,SKY HABITAT,BISHAN STREET 15,20,5.23,5.02,5.53,30090.28181,37129.95143
2025Q4,SKY HABITAT,BISHAN STREET 15,20,5.18,4.69,5.38,30090.28181,37129.95143
2026Q1,SKY HABITAT,BISHAN STREET 15,20,4.94,4.59,5.21,30090.28181,37129.95143
2025Q2,SKY HABITAT,BISHAN STREET 15,20,5.05,4.51,5.46,30090.28181,37129.95143
2025Q3,SKY HABITAT,BISHAN STREET 15,20,5.07,4.64,5.24,30090.28181,37129.95143
2023Q4,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.46,5.33,6.19,34016.62152,38191.98255
2023Q3,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.53,5.37,5.74,34016.62152,38191.98255
2024Q1,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.65,5.32,6.33,34016.62152,38191.98255
2024Q3,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.25,5.15,5.73,34016.62152,38191.98255
2024Q4,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.44,5.25,6.03,34016.62152,38191.98255
2024Q2,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.31,5.12,6.13,34016.62152,38191.98255
2025Q1,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.52,5.17,6.13,34016.62152,38191.98255
2026Q2,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.53,5.23,6.28,34016.62152,38191.98255
2025Q4,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.32,5.12,6.23,34016.62152,38191.98255
2026Q1,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.39,5.21,6.16,34016.62152,38191.98255
2025Q2,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.33,5.13,5.78,34016.62152,38191.98255
2025Q3,STARS OF KOVAN,UPPER SERANGOON ROAD,19,5.43,5.13,6.12,34016.62152,38191.98255
2023Q3,MAYFAIR GARDENS,RIFLE RANGE ROAD,21,6.23,5.97,6.76,22312.78591,35604.29403
2024Q3,MAYFAIR GARDENS,RIFLE RANGE ROAD,21,6.02,5.84,6.43,22312.78591,35604.29403
2024Q2,MAYFAIR GARDENS,RIFLE RANGE ROAD,21,5.96,5.62,6.47,22312.78591,35604.29403
2025Q1,MAYFAIR GARDENS,RIFLE RANGE ROAD,21,5.65,5.31,6.07,22312.78591,35604.29403
2026Q1,MAYFAIR GARDENS,RIFLE RANGE ROAD,21,5.81,5.63,6.37,22312.78591,35604.29403
2025Q2,MAYFAIR GARDENS,RIFLE RANGE ROAD,21,6.12,5.55,6.77,22312.78591,35604.29403
2025Q3,MAYFAIR GARDENS,RIFLE RANGE ROAD,21,5.98,5.62,6.62,22312.78591,35604.29403
2026Q2,MAYFAIR GARDENS,RIFLE RANGE ROAD,21,6,5.41,6.33,22312.78591,35604.29403
2023Q4,KALLANG RIVERSIDE,KAMPONG BUGIS,12,6.13,5.74,6.53,31749.63851,32164.50433
2024Q1,KALLANG RIVERSIDE,KAMPONG BUGIS,12,5.89,5.32,6.39,31749.63851,32164.50433
2023Q3,KALLANG RIVERSIDE,KAMPONG BUGIS,12,6.19,6.05,6.47,31749.63851,32164.50433
2024Q3,KALLANG RIVERSIDE,KAMPONG BUGIS,12,6.28,5.82,6.92,31749.63851,32164.50433
2024Q4,KALLANG RIVERSIDE,KAMPONG BUGIS,12,6.09,5.84,6.32,31749.63851,32164.50433
2024Q2,KALLANG RIVERSIDE,KAMPONG BUGIS,12,5.85,5.16,6.22,31749.63851,32164.50433
2025Q1,KALLANG RIVERSIDE,KAMPONG BUGIS,12,6.14,5.53,6.54,31749.63851,32164.50433
2025Q4,KALLANG RIVERSIDE,KAMPONG BUGIS,12,6.1,5.74,6.64,31749.63851,32164.50433
2026Q1,KALLANG RIVERSIDE,KAMPONG BUGIS,12,6.23,5.75,6.58,31749.63851,32164.50433
2025Q2,KALLANG RIVERSIDE,KAMPONG BUGIS,12,6.04,5.35,6.75,31749.63851,32164.50433
2025Q3,KALLANG RIVERSIDE,KAMPONG BUGIS,12,6.47,6.09,6.77,31749.63851,32164.50433
2026Q2,KALLANG RIVERSIDE,KAMPONG BUGIS,12,6.11,5.47,6.7,31749.63851,32164.50433
2023Q3,VIVACE,TONG WATT ROAD,09,8.04,7.01,8.78,28829.12076,30585.75685
2023Q4,VIVACE,TONG WATT ROAD,09,7.58,7.18,8.12,28829.12076,30585.75685
2025Q1,VIVACE,TONG WATT ROAD,09,7.48,6.38,7.74,28829.12076,30585.75685
2024Q2,VIVACE,TONG WATT ROAD,09,7.48,6.49,7.78,28829.12076,30585.75685
2024Q3,VIVACE,TONG WATT ROAD,09,7.53,6.56,7.83,28829.12076,30585.75685
2024Q4,VIVACE,TONG WATT ROAD,09,7.41,6.64,7.91,28829.12076,30585.75685
2025Q3,VIVACE,TONG WATT ROAD,09,6.8,5.91,7.72,28829.12076,30585.75685
2025Q4,VIVACE,TONG WATT ROAD,09,7.08,6.9,7.5,28829.12076,30585.75685
2024Q1,VIVACE,TONG WATT ROAD,09,6.94,5.67,8.26,28829.12076,30585.75685
2026Q1,VIVACE,TONG WATT ROAD,09,7.89,7.38,8.6,28829.12076,30585.75685
2025Q2,VIVACE,TONG WATT ROAD,09,7.28,6.31,7.85,28829.12076,30585.75685
2026Q2,VIVACE,TONG WATT ROAD,09,7.91,7.28,8.04,28829.12076,30585.75685
2023Q4,SKY EVERTON,EVERTON ROAD,02,8.09,7.63,8.65,28547.77454,28701.92664
2024Q1,SKY EVERTON,EVERTON ROAD,02,7.28,6.97,7.87,28547.77454,28701.92664
2024Q3,SKY EVERTON,EVERTON ROAD,02,7.45,6.55,7.71,28547.77454,28701.92664
2024Q4,SKY EVERTON,EVERTON ROAD,02,7.88,6.41,8.59,28547.77454,28701.92664
2024Q2,SKY EVERTON,EVERTON ROAD,02,7.13,6.62,7.71,28547.77454,28701.92664
2025Q1,SKY EVERTON,EVERTON ROAD,02,7.9,7.28,8.48,28547.77454,28701.92664
2026Q2,SKY EVERTON,EVERTON ROAD,02,7.36,6.94,7.73,28547.77454,28701.92664
2025Q4,SKY EVERTON,EVERTON ROAD,02,7.91,7.05,8.26,28547.77454,28701.92664
2026Q1,SKY EVERTON,EVERTON ROAD,02,7.21,6.76,7.99,28547.77454,28701.92664
2025Q2,SKY EVERTON,EVERTON ROAD,02,6.88,6.05,7.28,28547.77454,28701.92664
2025Q3,SKY EVERTON,EVERTON ROAD,02,7.49,6.94,8.05,28547.77454,28701.92664
2023Q3,AMARANDA GARDENS,SERANGOON AVENUE 3,19,4.13,4.13,4.6,31692.94585,36875.15686
2024Q3,AMARANDA GARDENS,SERANGOON AVENUE 3,19,4.37,4.2,4.67,31692.94585,36875.15686
2025Q3,AMARANDA GARDENS,SERANGOON AVENUE 3,19,4.3,4.13,4.43,31692.94585,36875.15686
2026Q2,AMARANDA GARDENS,SERANGOON AVENUE 3,19,4.34,4.21,4.53,31692.94585,36875.15686
2023Q3,ECO,BEDOK SOUTH AVENUE 3,16,5.16,4.84,5.57,40387.08772,33989.03528
2023Q4,ECO,BEDOK SOUTH AVENUE 3,16,4.94,4.71,5.41,40387.08772,33989.03528
2024Q1,ECO,BEDOK SOUTH AVENUE 3,16,4.89,4.65,5.34,40387.08772,33989.03528
2024Q3,ECO,BEDOK SOUTH AVENUE 3,16,4.72,4.48,5.1,40387.08772,33989.03528
2024Q4,ECO,BEDOK SOUTH AVENUE 3,16,4.84,4.57,5.15,40387.08772,33989.03528
2024Q2,ECO,BEDOK SOUTH AVENUE 3,16,4.77,4.41,5.08,40387.08772,33989.03528
2025Q1,ECO,BEDOK SOUTH AVENUE 3,16,4.78,4.59,5.2,40387.08772,33989.03528
2025Q4,ECO,BEDOK SOUTH AVENUE 3,16,4.85,4.54,5.31,40387.08772,33989.03528
2026Q1,ECO,BEDOK SOUTH AVENUE 3,16,4.89,4.65,5.17,40387.08772,33989.03528
2025Q2,ECO,BEDOK SOUTH AVENUE 3,16,4.88,4.54,5.22,40387.08772,33989.03528
2025Q3,ECO,BEDOK SOUTH AVENUE 3,16,4.92,4.6,5.24,40387.08772,33989.03528
2026Q2,ECO,BEDOK SOUTH AVENUE 3,16,4.88,4.57,5.14,40387.08772,33989.03528
2024Q1,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.16,5.75,6.45,26200.67803,27645.82523
2023Q4,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.27,5.68,6.78,26200.67803,27645.82523
2023Q3,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.49,6.21,6.86,26200.67803,27645.82523
2024Q3,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.07,5.8,6.59,26200.67803,27645.82523
2024Q4,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.4,5.69,6.71,26200.67803,27645.82523
2024Q2,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.96,5.68,6.19,26200.67803,27645.82523
2025Q1,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.32,5.96,6.63,26200.67803,27645.82523
2025Q4,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.47,6.15,6.7,26200.67803,27645.82523
2026Q1,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.44,6.08,6.84,26200.67803,27645.82523
2025Q2,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.33,6.06,6.99,26200.67803,27645.82523
2025Q3,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.35,5.94,6.85,26200.67803,27645.82523
2026Q2,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.37,5.98,6.5,26200.67803,27645.82523
2023Q3,THOMSON VIEW CONDOMINIUM,BRIGHT HILL DRIVE,20,2.96,2.58,3.05,27696.08973,37620.65675
2025Q1,THOMSON VIEW CONDOMINIUM,BRIGHT HILL DRIVE,20,2.51,2.22,2.74,27696.08973,37620.65675
2024Q4,THOMSON VIEW CONDOMINIUM,BRIGHT HILL DRIVE,20,2.57,2.44,2.77,27696.08973,37620.65675
2024Q2,THOMSON VIEW CONDOMINIUM,BRIGHT HILL DRIVE,20,2.67,2.57,3.02,27696.08973,37620.65675
2025Q3,THOMSON VIEW CONDOMINIUM,BRIGHT HILL DRIVE,20,2.62,2.42,2.84,27696.08973,37620.65675
2023Q3,THE CENTREPOINT,ORCHARD ROAD,09,5.93,5.05,7.22,28726.10451,31597.67359
2025Q2,THE CENTREPOINT,ORCHARD ROAD,09,3.92,3.56,4.15,28726.10451,31597.67359
2024Q1,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,19,6.36,6.28,6.59,33199.46723,36953.90258
2024Q4,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,19,6.03,5.32,6.11,33199.46723,36953.90258
2025Q1,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,19,6.28,5.46,6.28,33199.46723,36953.90258
2026Q2,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,19,6.5,6.2,6.72,33199.46723,36953.90258
2025Q4,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,19,6.02,5.19,6.83,33199.46723,36953.90258
2026Q1,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,19,6.21,5.91,6.34,33199.46723,36953.90258
2025Q2,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,19,6.5,6.09,6.68,33199.46723,36953.90258
2025Q3,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,19,6.28,6.11,6.64,33199.46723,36953.90258
2024Q1,THE JOVELL,FLORA DRIVE,17,5.22,4.98,5.64,42780.59623,37765.8636
2023Q3,THE JOVELL,FLORA DRIVE,17,5.93,5.3,6.64,42780.59623,37765.8636
2024Q3,THE JOVELL,FLORA DRIVE,17,5.12,4.65,5.69,42780.59623,37765.8636
2024Q2,THE JOVELL,FLORA DRIVE,17,4.95,4.57,5.4,42780.59623,37765.8636
2025Q1,THE JOVELL,FLORA DRIVE,17,4.98,4.65,5.35,42780.59623,37765.8636
2026Q2,THE JOVELL,FLORA DRIVE,17,4.88,4.5,5.12,42780.59623,37765.8636
2025Q4,THE JOVELL,FLORA DRIVE,17,5.14,4.74,5.67,42780.59623,37765.8636
2026Q1,THE JOVELL,FLORA DRIVE,17,5.33,4.84,5.69,42780.59623,37765.8636
2025Q2,THE JOVELL,FLORA DRIVE,17,4.73,4.4,5.33,42780.59623,37765.8636
2025Q3,THE JOVELL,FLORA DRIVE,17,4.58,4.42,5.08,42780.59623,37765.8636
2024Q1,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,5.33,5.04,5.78,33950.68024,38679.08418
2023Q4,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,5.51,5.24,5.99,33950.68024,38679.08418
2024Q3,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,5.21,4.95,5.57,33950.68024,38679.08418
2024Q4,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,5.57,5.2,5.88,33950.68024,38679.08418
2024Q2,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,5.18,4.88,5.57,33950.68024,38679.08418
2025Q1,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,5.53,5.1,5.78,33950.68024,38679.08418
2026Q2,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,5.27,4.95,5.78,33950.68024,38679.08418
2025Q4,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,5.32,5.04,5.68,33950.68024,38679.08418
2026Q1,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,5.32,5.04,5.69,33950.68024,38679.08418
2025Q2,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,5.35,4.97,5.78,33950.68024,38679.08418
2025Q3,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,5.31,5.01,5.62,33950.68024,38679.08418
2023Q4,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,7.49,7,7.74,34659.93942,33220.50848
2024Q1,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,7.19,6.45,7.95,34659.93942,33220.50848
2023Q3,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,7.64,7.11,8.26,34659.93942,33220.50848
2024Q3,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,7.37,6.87,7.64,34659.93942,33220.50848
2024Q4,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,7.16,6.64,7.56,34659.93942,33220.50848
2024Q2,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,7.43,6.92,7.84,34659.93942,33220.50848
2025Q1,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,7.19,6.66,7.48,34659.93942,33220.50848
2026Q2,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,7.39,6.84,7.84,34659.93942,33220.50848
2025Q4,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,7.43,6.97,7.84,34659.93942,33220.50848
2026Q1,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,7.4,6.89,7.72,34659.93942,33220.50848
2025Q2,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,6.93,6.53,7.72,34659.93942,33220.50848
2025Q3,PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,7.28,6.74,7.84,34659.93942,33220.50848
2025Q4,MORI,GUILLEMARD ROAD,14,5.81,5.5,6.08,33531.8583812322,32615.3773975388
2025Q3,MORI,GUILLEMARD ROAD,14,6.05,5.72,6.16,33531.8583812322,32615.3773975388
2023Q4,PARK COLONIAL,WOODLEIGH LANE,13,7.26,6.78,7.35,32084.76047,35642.57787
2024Q1,PARK COLONIAL,WOODLEIGH LANE,13,7.13,6.73,7.43,32084.76047,35642.57787
2023Q3,PARK COLONIAL,WOODLEIGH LANE,13,7.35,6.78,7.66,32084.76047,35642.57787
2024Q3,PARK COLONIAL,WOODLEIGH LANE,13,6.73,6.46,7.13,32084.76047,35642.57787
2024Q4,PARK COLONIAL,WOODLEIGH LANE,13,6.94,6.68,7.35,32084.76047,35642.57787
2024Q2,PARK COLONIAL,WOODLEIGH LANE,13,6.92,6.45,7.14,32084.76047,35642.57787
2025Q1,PARK COLONIAL,WOODLEIGH LANE,13,7.08,6.57,7.35,32084.76047,35642.57787
2026Q2,PARK COLONIAL,WOODLEIGH LANE,13,7.13,6.76,7.35,32084.76047,35642.57787
2025Q4,PARK COLONIAL,WOODLEIGH LANE,13,7.13,6.75,7.42,32084.76047,35642.57787
2026Q1,PARK COLONIAL,WOODLEIGH LANE,13,6.97,6.64,7.3,32084.76047,35642.57787
2025Q2,PARK COLONIAL,WOODLEIGH LANE,13,7.09,6.89,7.35,32084.76047,35642.57787
2025Q3,PARK COLONIAL,WOODLEIGH LANE,13,7.03,6.66,7.31,32084.76047,35642.57787
2023Q4,MAYSPRINGS,PETIR ROAD,23,3.59,3.26,4.26,20241.90191,39791.85234
2024Q1,MAYSPRINGS,PETIR ROAD,23,3.43,3.17,3.89,20241.90191,39791.85234
2023Q3,MAYSPRINGS,PETIR ROAD,23,4.15,3.32,4.2,20241.90191,39791.85234
2024Q3,MAYSPRINGS,PETIR ROAD,23,3.72,3.43,3.93,20241.90191,39791.85234
2024Q4,MAYSPRINGS,PETIR ROAD,23,3.67,3.35,3.94,20241.90191,39791.85234
2024Q2,MAYSPRINGS,PETIR ROAD,23,3.79,3.37,3.95,20241.90191,39791.85234
2025Q1,MAYSPRINGS,PETIR ROAD,23,3.54,3.27,3.92,20241.90191,39791.85234
2025Q4,MAYSPRINGS,PETIR ROAD,23,3.65,3.46,4.03,20241.90191,39791.85234
2026Q1,MAYSPRINGS,PETIR ROAD,23,3.5,3.39,3.81,20241.90191,39791.85234
2025Q2,MAYSPRINGS,PETIR ROAD,23,3.47,3.15,3.84,20241.90191,39791.85234
2025Q3,MAYSPRINGS,PETIR ROAD,23,3.72,3.28,4.16,20241.90191,39791.85234
2026Q2,MAYSPRINGS,PETIR ROAD,23,3.81,3.43,3.92,20241.90191,39791.85234
2023Q3,GRAMERCY PARK,GRANGE ROAD,10,6.79,5.98,7,27267.8646,31228.94295
2024Q3,GRAMERCY PARK,GRANGE ROAD,10,6.33,5.81,6.46,27267.8646,31228.94295
2024Q2,GRAMERCY PARK,GRANGE ROAD,10,6.29,5.52,6.56,27267.8646,31228.94295
2025Q3,GRAMERCY PARK,GRANGE ROAD,10,6.47,6.07,6.7,27267.8646,31228.94295
2026Q2,GRAMERCY PARK,GRANGE ROAD,10,6.53,6.39,6.83,27267.8646,31228.94295
2026Q1,KASTURINA LODGE,KAY POH ROAD,10,5.7,5.26,5.7,27611.17566,30982.77676
2023Q3,ONE LEICESTER,LEICESTER ROAD,13,4.14,3.62,4.3,31795.86842,34619.76597
2026Q2,ONE LEICESTER,LEICESTER ROAD,13,4.18,3.95,4.37,31795.86842,34619.76597
2026Q2,PICCADILLY GRAND,NORTHUMBERLAND ROAD,08,6.8,6.43,7.16,30116.3324483629,32573.4928598563
2026Q1,PICCADILLY GRAND,NORTHUMBERLAND ROAD,08,6.8,6.04,7.14,30116.3324483629,32573.4928598563
2023Q3,ST THOMAS SUITES,ST. THOMAS WALK,09,5.96,5.5,6.3,28281.12351,31207.01094
2024Q1,ST THOMAS SUITES,ST. THOMAS WALK,09,5.32,5.04,5.47,28281.12351,31207.01094
2024Q3,ST THOMAS SUITES,ST. THOMAS WALK,09,5.46,5.14,5.74,28281.12351,31207.01094
2024Q4,ST THOMAS SUITES,ST. THOMAS WALK,09,5.71,4.99,5.97,28281.12351,31207.01094
2024Q2,ST THOMAS SUITES,ST. THOMAS WALK,09,5.22,4.95,5.5,28281.12351,31207.01094
2025Q1,ST THOMAS SUITES,ST. THOMAS WALK,09,5.5,5.07,5.8,28281.12351,31207.01094
2026Q2,ST THOMAS SUITES,ST. THOMAS WALK,09,5.5,5.18,5.61,28281.12351,31207.01094
2025Q4,ST THOMAS SUITES,ST. THOMAS WALK,09,5.65,5.5,5.85,28281.12351,31207.01094
2025Q3,ST THOMAS SUITES,ST. THOMAS WALK,09,5.76,5.46,6.01,28281.12351,31207.01094
2024Q4,HARBOUR SUITES,KAMPONG BAHRU ROAD,04,5.31,5.01,5.63,27341.24795,28312.01452
2023Q3,POLLEN & BLEU,FARRER DRIVE,10,5.65,5.35,6,25082.6867,32974.23881
2024Q4,POLLEN & BLEU,FARRER DRIVE,10,5.62,5.09,5.99,25082.6867,32974.23881
2025Q3,POLLEN & BLEU,FARRER DRIVE,10,5.81,5.5,6.3,25082.6867,32974.23881
2023Q3,THE CATHAY RESIDENCE,MOUNT SOPHIA,09,5.71,5.52,5.87,29609.01027,31334.63219
2023Q4,THE CATHAY RESIDENCE,MOUNT SOPHIA,09,5.5,5.3,5.79,29609.01027,31334.63219
2024Q4,THE CATHAY RESIDENCE,MOUNT SOPHIA,09,5.71,5.39,5.85,29609.01027,31334.63219
2026Q2,THE CATHAY RESIDENCE,MOUNT SOPHIA,09,5.64,5.44,5.98,29609.01027,31334.63219
2025Q3,THE CATHAY RESIDENCE,MOUNT SOPHIA,09,5.67,5.46,5.8,29609.01027,31334.63219
2023Q3,THE VERVE,JALAN RAJAH,12,6.34,5.14,6.8,29657.90724,34443.76752
2024Q1,THE VERVE,JALAN RAJAH,12,4.81,4.52,6.23,29657.90724,34443.76752
