project_name,project_name_norm,postal_district,planning_area,property_type,tenure,sale_month,type_of_sale,transacted_price,area_sqm,floor_level,data_source,bedrooms,bedroom_source
LUMIERE,LUMIERE,02,DOWNTOWN CORE,Apartment,99 Yrs From 21/03/2006,2019-12,Resale,920000,47.0,,edgeprop_backfill,1,edgeprop_exact
LUMIERE,LUMIERE,02,DOWNTOWN CORE,Apartment,99 Yrs From 21/03/2006,2020-01,Resale,1220000,63.0,,edgeprop_backfill,1,edgeprop_exact
LUMIERE,LUMIERE,02,DOWNTOWN CORE,Apartment,99 Yrs From 21/03/2006,2020-02,Resale,1510000,90.0,,edgeprop_backfill,2,edgeprop_exact
LUMIERE,LUMIERE,02,DOWNTOWN CORE,Apartment,99 Yrs From 21/03/2006,2020-03,Resale,1480000,92.0,,edgeprop_backfill,2,edgeprop_exact
ONZE @ TANJONG PAGAR,ONZE AT TANJONG PAGAR,02,OUTRAM,Apartment,Freehold,2019-04,Resale,2880000,106.0,,edgeprop_backfill,3,edgeprop_exact
ONZE @ TANJONG PAGAR,ONZE AT TANJONG PAGAR,02,OUTRAM,Apartment,Freehold,2019-05,Resale,2750000,106.0,,edgeprop_backfill,3,edgeprop_exact
ONZE @ TANJONG PAGAR,ONZE AT TANJONG PAGAR,02,OUTRAM,Apartment,Freehold,2019-06,Resale,2630000,97.0,,edgeprop_backfill,3,edgeprop_exact
ONZE @ TANJONG PAGAR,ONZE AT TANJONG PAGAR,02,OUTRAM,Apartment,Freehold,2020-10,Resale,1210000,53.0,,edgeprop_backfill,1,edgeprop_exact
ONZE @ TANJONG PAGAR,ONZE AT TANJONG PAGAR,02,OUTRAM,Apartment,Freehold,2020-11,Resale,2460000,97.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1144000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1148000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1156000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1160000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1164000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1168000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1168000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1204000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1208000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1212000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1212000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1214000,47.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1216000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1220000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1220000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1222000,47.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1224000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1224000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1226000,47.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1226000,47.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1228000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1230000,47.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1234000,47.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1238000,47.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1248000,55.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1304000,59.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1312000,55.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1561000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1571000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1571000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1576000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1576000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1581000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1586000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1591000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1605000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1610000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1615000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1625000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1626000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1630000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1631000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1635000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1636000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1640000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1641000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1646000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1651000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1656000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1661000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1661000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1666000,71.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1666000,71.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1673000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1675000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1685000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1696000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1697000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1702000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1708000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1742000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1754000,71.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1759000,75.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1822000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1828000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1840000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1876000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1888000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,1901000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,2382000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-06,New Sale,2491000,103.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1176000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1212500,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1304000,59.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1625000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1646400,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1677000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1683000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1696000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1702000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1707000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1708000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1714000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1717000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1722000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1732000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1732000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1737000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1742000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1800000,78.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1852000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1864000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1870000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1876000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,1894000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2336000,85.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2353000,85.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2434000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2434000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2437000,99.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2465000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2469000,85.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2475000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2478960,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2483000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2497000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2504000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2511000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2511000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-07,New Sale,2518000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,1144000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,1218000,47.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,1690000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,1700000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,1712000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,1870000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,1882000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,1882000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,2396000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,2403000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,2420000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,2517000,103.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,2600000,103.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-08,New Sale,2626000,103.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,1160000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,1218000,47.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,1620000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,1636000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,1656000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,1828000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,1840000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,2328000,85.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,2341235,85.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,2353230,85.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,2399000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,2406000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,2413000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,2427000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-09,New Sale,3830000,125.0,,edgeprop_backfill,4,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-10,New Sale,1204000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-10,New Sale,1586000,58.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-10,New Sale,1754000,71.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-10,New Sale,1878000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-10,New Sale,1882000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-10,New Sale,2368000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-10,New Sale,2510000,85.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-11,New Sale,1152000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-11,New Sale,1312000,55.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-11,New Sale,1695000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-11,New Sale,1697000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-11,New Sale,2336000,85.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,1156000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,1212000,43.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,1236000,55.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,1238000,47.0,,edgeprop_backfill,1,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,1630000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,1667000,63.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,1690000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,1737000,60.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,1876000,61.0,,edgeprop_backfill,2,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,2385000,85.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,2483000,89.0,,edgeprop_backfill,3,edgeprop_exact
SKY EVERTON,SKY EVERTON,02,BUKIT MERAH,Apartment,Freehold,2019-12,New Sale,2500000,89.0,,edgeprop_backfill,3,edgeprop_exact
