project_name,project_name_norm,postal_district,planning_area,property_type,tenure,sale_month,type_of_sale,transacted_price,area_sqm,floor_level,data_source,bedrooms,bedroom_source
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1718100,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1733900,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1733900,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1749800,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1765700,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1781600,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,2492900,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,2536900,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,2695700,141.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,2695700,141.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,964000,52.0,01 to 05,ura_private,1,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1129800,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1144800,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1274800,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1274800,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1326600,70.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1327700,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1341000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1346000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1351200,68.0,01 to 05,ura_private,2,edgeprop_band_label
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1743900,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1743900,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1743900,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1776100,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,1792200,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-10,New Sale,2540100,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1055600,52.0,01 to 05,ura_private,1,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1304200,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1311500,65.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1352000,70.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1371500,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1376600,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1388500,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1398200,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1618900,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1634000,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1649300,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1664400,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1760000,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,1835500,94.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,2495800,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,2571600,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-11,New Sale,2698900,141.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,1292400,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,1299500,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,1330300,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,1335100,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,1339400,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,1342300,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,1354400,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,1359500,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,1360400,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,2483400,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,2505400,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,2527500,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,2527500,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,2560600,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,2562300,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-12,New Sale,2686900,141.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1050600,53.0,01 to 05,ura_private,1,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1299500,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1318400,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1324400,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1336400,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1354400,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1359500,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1376600,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1383400,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1384600,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1634000,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1649300,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,1659400,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,2516500,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,2520700,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-01,New Sale,3340700,174.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1046200,53.0,01 to 05,ura_private,1,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1323800,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1326100,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1354000,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1363900,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1368000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1371500,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1371500,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1383400,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1386700,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1420000,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1423200,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1643700,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,1708400,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,2560800,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,2565500,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,2690900,141.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,2740700,141.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,2792100,142.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-02,New Sale,3344700,174.0,01 to 05,ura_private,5,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1314400,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1338900,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1351600,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1358500,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1363900,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1368000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1387900,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1393700,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1404200,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1413000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1449900,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1692600,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,1724500,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,2664100,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,2786000,142.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-03,New Sale,3398100,174.0,01 to 05,ura_private,5,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-04,New Sale,1330600,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-04,New Sale,1346100,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-04,New Sale,1352700,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-04,New Sale,1356500,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-04,New Sale,1384400,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-04,New Sale,1391000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-04,New Sale,1407700,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-04,New Sale,1432100,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-04,New Sale,1445000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-04,New Sale,1735900,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-04,New Sale,2667700,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-05,New Sale,1338200,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-05,New Sale,1432100,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2022-05,New Sale,2660600,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2024-01,Sub Sale,928000,43.0,01 to 05,ura_private,1,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2024-05,Resale,908000,43.0,01 to 05,ura_private,1,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2024-06,Resale,1250000,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2024-07,Resale,2065000,94.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2024-08,Resale,1168000,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2024-09,Resale,1160000,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2024-09,Resale,2090000,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2024-10,Resale,2200000,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2024-11,Resale,1450000,66.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2024-11,Resale,1500000,70.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2024-12,Resale,935000,43.0,01 to 05,ura_private,1,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2025-01,Resale,1148000,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2025-02,Resale,1220000,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2025-04,Resale,2060000,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2025-05,Resale,1240000,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2025-08,Resale,1365000,65.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2025-09,Resale,1340000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2025-10,Resale,1390000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2025-10,Resale,1470000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2025-11,Resale,1868000,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2025-12,Resale,1350000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2025-12,Resale,1398000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2026-01,Resale,1338000,65.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2026-02,Resale,1903888,88.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2026-04,Resale,1158000,57.0,01 to 05,ura_private,2,edgeprop_exact
