project_name,street_name,postal_district,planning_area,lat,lon,match_status,primary_1km_count,primary_1km_ranked_count,top_primary_1km_count,primary_1km_schools,best_primary_1km_school,best_primary_1km_rank,best_primary_1km_distance_m,best_primary_1km_metric,best_primary_1km_source_year,secondary_2km_count,secondary_2km_ranked_count,top_secondary_2km_count,best_secondary_2km_school,best_secondary_2km_rank,best_secondary_2km_distance_m,best_secondary_2km_metric,best_secondary_2km_source_year,jc_5km_count,jc_5km_ranked_count,top_jc_5km_count,best_jc_5km_school,best_jc_5km_rank,best_jc_5km_distance_m,best_jc_5km_metric,best_jc_5km_source_year,has_primary_1km,has_ranked_primary_1km
THE FORESTA @ MOUNT FABER,WISHART ROAD,4,BUKIT MERAH,1.27056376702525,103.8136282832796,matched,1,0,0,BLANGAH RISE PRIMARY SCHOOL,,,,,,2,0,0,,,,,,1,1,1,ANGLO-CHINESE JUNIOR COLLEGE,9,4787,Arts 9; Science 8,2025.0,True,False
THE INTERLACE,DEPOT ROAD,4,BUKIT MERAH,1.282201354220074,103.8030237560963,matched,1,0,0,BLANGAH RISE PRIMARY SCHOOL,,,,,,2,0,0,,,,,,4,3,3,HWA CHONG INSTITUTION,2,4837,Arts 5; Science 4,2025.0,True,False
THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,4,BUKIT MERAH,1.244403000680469,103.8425184568726,matched,0,0,0,,,,,,,0,0,0,,,,,,0,0,0,,,,,,False,False
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY,4,BUKIT MERAH,1.24777842597788,103.8426064346003,matched,0,0,0,,,,,,,0,0,0,,,,,,0,0,0,,,,,,False,False
TURQUOISE,COVE DRIVE,4,BUKIT MERAH,1.242963995811137,103.8371062135879,matched,0,0,0,,,,,,,0,0,0,,,,,,0,0,0,,,,,,False,False
24 ONE RESIDENCES,PASIR PANJANG ROAD,5,CLEMENTI,1.280181197806997,103.7848247373462,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2662,IB 5,2025.0,False,False
BANYAN CONDOMINIUM,CHWEE CHIAN ROAD,5,CLEMENTI,1.27815684787103,103.787664957924,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2954,IB 5,2025.0,False,False
BAYVILLE CONDOMINIUM,SOUTH BUONA VISTA ROAD,5,CLEMENTI,1.281158607815575,103.7877599736331,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2638,IB 5,2025.0,False,False
BIJOU,JALAN MAT JAMBOL,5,CLEMENTI,1.276853863793598,103.7917421717843,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3243,IB 5,2025.0,False,False
BLOOMSBURY RESIDENCES,MEDIA CIRCLE,5,CLEMENTI,1.294442359840532,103.7951287463192,matched,1,0,0,NEW TOWN PRIMARY SCHOOL,,,,,,3,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1938,IP AL7; PG3 AL8,2025.0,6,5,5,HWA CHONG INSTITUTION,2,3661,Arts 5; Science 4,2025.0,True,False
BLOSSOMS BY THE PARK,SLIM BARRACKS RISE,5,CLEMENTI,1.304394078164087,103.7892982430554,matched,1,0,0,FAIRFIELD METHODIST SCHOOL (PRIMARY),,,,,,5,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,996,IP AL7; PG3 AL8,2025.0,6,5,5,HWA CHONG INSTITUTION,2,2984,Arts 5; Science 4,2025.0,True,False
BLUE HORIZON,WEST COAST CRESCENT,5,CLEMENTI,1.296951000139866,103.7654361402117,matched,0,0,0,,,,,,,5,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1821,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1821,IB 5,2025.0,False,False
BOTANNIA,WEST COAST PARK,5,CLEMENTI,1.318071300857288,103.75447286394,matched,2,0,0,QIFA PRIMARY SCHOOL; NAN HUA PRIMARY SCHOOL,,,,,,3,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3292,IB 5,2025.0,True,False
BUONA LODGE,ZEHNDER ROAD,5,CLEMENTI,1.281686596072723,103.7867231379857,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2548,IB 5,2025.0,False,False
BUONA VISTA GARDENS,ZEHNDER ROAD,5,CLEMENTI,1.28251708251467,103.7869104253765,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2466,IB 5,2025.0,False,False
CARABELLE,WEST COAST WAY,5,CLEMENTI,1.317499301277578,103.7564369802077,matched,3,0,0,QIFA PRIMARY SCHOOL; NAN HUA PRIMARY SCHOOL; CLEMENTI PRIMARY SCHOOL,,,,,,4,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3070,IB 5,2025.0,True,False
CLAVON,CLEMENTI AVENUE 1,5,CLEMENTI,1.308512377018681,103.7670859754563,matched,2,0,0,CLEMENTI PRIMARY SCHOOL; PEI TONG PRIMARY SCHOOL,,,,,,7,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1570,IP AL7; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,4698,Arts 5; Science 4,2025.0,True,False
CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,5,CLEMENTI,1.295624184084991,103.7674338304846,matched,0,0,0,,,,,,,6,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1695,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1695,IB 5,2025.0,False,False
CRYSTAL HEIGHTS,PASIR PANJANG HILL,5,CLEMENTI,1.281560041521743,103.7857095954207,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2533,IB 5,2025.0,False,False
DOVER PARKVIEW,DOVER RISE,5,CLEMENTI,1.305349894134202,103.7843186606042,matched,1,0,0,FAIRFIELD METHODIST SCHOOL (PRIMARY),,,,,,6,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,476,IP AL7; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,3278,Arts 5; Science 4,2025.0,True,False
ELTA,CLEMENTI AVENUE 1,5,CLEMENTI,1.307556398357548,103.7676132290254,matched,1,0,0,CLEMENTI PRIMARY SCHOOL,,,,,,8,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1481,IP AL7; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,4689,Arts 5; Science 4,2025.0,True,False
FABER CREST,FABER HEIGHTS,5,CLEMENTI,1.322887801044261,103.757823353649,matched,1,0,0,NAN HUA PRIMARY SCHOOL,,,,,,2,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3291,IB 5,2025.0,True,False
FABER HILLS,FABER DRIVE,5,CLEMENTI,1.319131350652827,103.7588236504382,matched,4,0,0,NAN HUA PRIMARY SCHOOL; CLEMENTI PRIMARY SCHOOL; QIFA PRIMARY SCHOOL; PEI TONG PRIMARY SCHOOL,,,,,,6,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2946,IB 5,2025.0,True,False
FABER RESIDENCE,FABER WALK,5,CLEMENTI,1.322512854761788,103.7531710617549,matched,1,0,0,NAN HUA PRIMARY SCHOOL,,,,,,2,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3676,IB 5,2025.0,True,False
FRAGRANCE COURT,YEW SIANG ROAD,5,CLEMENTI,1.277285588243213,103.7931221566604,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3262,IB 5,2025.0,False,False
GOLD COAST CONDOMINIUM,PASIR PANJANG ROAD,5,CLEMENTI,1.290546920586578,103.7746060376825,matched,0,0,0,,,,,,,4,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1597,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1597,IB 5,2025.0,False,False
HARBOUR VIEW GARDENS,PASIR PANJANG ROAD,5,CLEMENTI,1.27892037252001,103.7853518545983,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2811,IB 5,2025.0,False,False
HERITAGE VIEW,DOVER RISE,5,CLEMENTI,1.304416722358963,103.7842786267347,matched,1,0,0,FAIRFIELD METHODIST SCHOOL (PRIMARY),,,,,,6,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,442,IP AL7; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,3353,Arts 5; Science 4,2025.0,True,False
HORIZON RESIDENCES,PASIR PANJANG HILL,5,CLEMENTI,1.282179141616264,103.7840827189296,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2429,IB 5,2025.0,False,False
HUDSON PLACE RESIDENCES,MEDIA CIRCLE,5,CLEMENTI,1.293005956022095,103.7952158617824,matched,1,0,0,NEW TOWN PRIMARY SCHOOL,,,,,,3,0,0,,,,,,5,4,4,HWA CHONG INSTITUTION,2,3810,Arts 5; Science 4,2025.0,True,False
HUNDRED TREES,WEST COAST DRIVE,5,CLEMENTI,1.314099304006818,103.7594480670345,matched,4,0,0,QIFA PRIMARY SCHOOL; CLEMENTI PRIMARY SCHOOL; NAN HUA PRIMARY SCHOOL; PEI TONG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2597,IB 5,2025.0,True,False
ICON @ PASIR PANJANG,PASIR PANJANG ROAD,5,CLEMENTI,1.279486700701858,103.7857561866505,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2759,IB 5,2025.0,False,False
ISLAND VIEW,JALAN MAT JAMBOL,5,CLEMENTI,1.279677206699133,103.7920994237585,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2973,IB 5,2025.0,False,False
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,5,CLEMENTI,1.280945771832335,103.7898660977203,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2742,IB 5,2025.0,False,False
KENTVIEW PARK,PASIR PANJANG HILL,5,CLEMENTI,1.281916943520221,103.785707663012,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2494,IB 5,2025.0,False,False
LANDRIDGE CONDOMINIUM,PASIR PANJANG ROAD,5,CLEMENTI,1.279250564132547,103.7871543349762,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2822,IB 5,2025.0,False,False
LE HILL CONDOMINIUM,PASIR PANJANG HILL,5,CLEMENTI,1.283184547696545,103.7846846940187,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2332,IB 5,2025.0,False,False
LIIV RESIDENCES,PASIR PANJANG ROAD,5,CLEMENTI,1.288513699152707,103.7766264364404,matched,0,0,0,,,,,,,3,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1739,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1739,IB 5,2025.0,False,False
LUXE VILLE,PASIR PANJANG ROAD,5,CLEMENTI,1.289548293308927,103.7770892812889,matched,0,0,0,,,,,,,4,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1616,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1616,IB 5,2025.0,False,False
LYNDENWOODS,SCIENCE PARK DRIVE,5,CLEMENTI,1.291326824641328,103.7882608580064,matched,0,0,0,,,,,,,3,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1632,IP AL7; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,4279,Arts 5; Science 4,2025.0,False,False
MENDON SPRING,PASIR PANJANG ROAD,5,CLEMENTI,1.278668453296768,103.7877670871552,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2903,IB 5,2025.0,False,False
MONTEREY PARK CONDOMINIUM,WEST COAST RISE,5,CLEMENTI,1.317088544051539,103.7529555852949,matched,2,0,0,QIFA PRIMARY SCHOOL; NAN HUA PRIMARY SCHOOL,,,,,,2,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3391,IB 5,2025.0,True,False
MURANO,PASIR PANJANG ROAD,5,CLEMENTI,1.289283447683411,103.7758096070195,matched,0,0,0,,,,,,,4,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1682,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1682,IB 5,2025.0,False,False
NEWEST,WEST COAST DRIVE,5,CLEMENTI,1.316413218925108,103.7574512632992,matched,3,0,0,QIFA PRIMARY SCHOOL; NAN HUA PRIMARY SCHOOL; CLEMENTI PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2913,IB 5,2025.0,True,False
NORMANTON PARK,NORMANTON PARK,5,CLEMENTI,1.287365303763654,103.7921424402376,matched,0,0,0,,,,,,,2,0,0,,,,,,5,4,4,HWA CHONG INSTITUTION,2,4513,Arts 5; Science 4,2025.0,False,False
ONE-NORTH EDEN,SLIM BARRACKS RISE,5,CLEMENTI,1.303446024835805,103.7890680960957,matched,1,0,0,FAIRFIELD METHODIST SCHOOL (PRIMARY),,,,,,5,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,968,IP AL7; PG3 AL8,2025.0,6,5,5,HWA CHONG INSTITUTION,2,3083,Arts 5; Science 4,2025.0,True,False
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,5,CLEMENTI,1.302204401315241,103.7899075304121,matched,1,0,0,FAIRFIELD METHODIST SCHOOL (PRIMARY),,,,,,3,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1074,IP AL7; PG3 AL8,2025.0,6,5,5,HWA CHONG INSTITUTION,2,3142,Arts 5; Science 4,2025.0,True,False
PALISADES,PASIR PANJANG ROAD,5,CLEMENTI,1.287118753781933,103.7801294294894,matched,0,0,0,,,,,,,2,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1844,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1844,IB 5,2025.0,False,False
PALM GREEN,PASIR PANJANG ROAD,5,CLEMENTI,1.291234199987066,103.7693303072898,matched,0,0,0,,,,,,,4,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1851,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1851,IB 5,2025.0,False,False
PALM MANSIONS,PASIR PANJANG ROAD,5,CLEMENTI,1.288880482432826,103.7760961681497,matched,0,0,0,,,,,,,3,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1715,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1715,IB 5,2025.0,False,False
PARC CLEMATIS,JALAN LEMPENG,5,CLEMENTI,1.316875994768881,103.7592885398004,matched,4,0,0,NAN HUA PRIMARY SCHOOL; CLEMENTI PRIMARY SCHOOL; QIFA PRIMARY SCHOOL; PEI TONG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2763,IB 5,2025.0,True,False
PARC IMPERIAL,PASIR PANJANG ROAD,5,CLEMENTI,1.281594624748986,103.7831772588382,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2478,IB 5,2025.0,False,False
PARC REGENCY,PASIR PANJANG ROAD,5,CLEMENTI,1.28813624894878,103.7781158252017,matched,0,0,0,,,,,,,2,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1749,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1749,IB 5,2025.0,False,False
PARC RIVIERA,WEST COAST VALE,5,CLEMENTI,1.320817692384934,103.7526673092539,matched,2,0,0,QIFA PRIMARY SCHOOL; NAN HUA PRIMARY SCHOOL,,,,,,2,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3619,IB 5,2025.0,True,False
PASIR PANJANG COURT,PASIR PANJANG CLOSE,5,CLEMENTI,1.292318084265787,103.7723131808232,matched,0,0,0,,,,,,,6,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1550,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1550,IB 5,2025.0,False,False
PASIR PANJANG LODGE,PASIR PANJANG ROAD,5,CLEMENTI,1.291554380524461,103.772379877483,matched,0,0,0,,,,,,,5,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1616,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1616,IB 5,2025.0,False,False
PASIR VIEW PARK,PASIR PANJANG ROAD,5,CLEMENTI,1.278809649695204,103.7875539324011,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2881,IB 5,2025.0,False,False
PEPYS HILL CONDOMINIUM,PEPYS ROAD,5,CLEMENTI,1.27774637356665,103.7937839263017,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3249,IB 5,2025.0,False,False
REGENT PARK,JALAN LEMPENG,5,CLEMENTI,1.317567923621452,103.7609501424634,matched,4,0,0,NAN HUA PRIMARY SCHOOL; CLEMENTI PRIMARY SCHOOL; QIFA PRIMARY SCHOOL; PEI TONG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2652,IB 5,2025.0,True,False
SEAHILL,WEST COAST CRESCENT,5,CLEMENTI,1.298656689489022,103.7641135875653,matched,0,0,0,,,,,,,7,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1892,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1892,IB 5,2025.0,False,False
SEASUITES,PASIR PANJANG ROAD,5,CLEMENTI,1.282420832701859,103.7831427320089,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2387,IB 5,2025.0,False,False
STARPOINT,PASIR PANJANG ROAD,5,CLEMENTI,1.288457428260237,103.7773443465417,matched,0,0,0,,,,,,,3,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1728,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1728,IB 5,2025.0,False,False
TERRA HILL,YEW SIANG ROAD,5,CLEMENTI,1.277949934287118,103.7933282556299,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3206,IB 5,2025.0,False,False
THE CASSANDRA,PASIR PANJANG ROAD,5,CLEMENTI,1.276868880471384,103.7931768294369,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3306,IB 5,2025.0,False,False
THE CLEMENT CANOPY,CLEMENTI AVENUE 1,5,CLEMENTI,1.306676248115695,103.7685369229317,matched,0,0,0,,,,,,,8,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1356,IP AL7; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,4640,Arts 5; Science 4,2025.0,False,False
THE ESTIVA,PASIR PANJANG ROAD,5,CLEMENTI,1.287834910119039,103.7783432995387,matched,0,0,0,,,,,,,2,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1779,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1779,IB 5,2025.0,False,False
THE FOLIAGE,PASIR PANJANG ROAD,5,CLEMENTI,1.290884737772503,103.7743196087189,matched,0,0,0,,,,,,,4,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1576,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1576,IB 5,2025.0,False,False
THE GRANDHILL,PASIR PANJANG HILL,5,CLEMENTI,1.281626321042417,103.7848694524036,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2506,IB 5,2025.0,False,False
THE HILL @ONE-NORTH,SLIM BARRACKS RISE,5,CLEMENTI,1.303374338787114,103.7901618469314,matched,1,0,0,FAIRFIELD METHODIST SCHOOL (PRIMARY),,,,,,3,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1090,IP AL7; PG3 AL8,2025.0,6,5,5,HWA CHONG INSTITUTION,2,3018,Arts 5; Science 4,2025.0,True,False
THE HILLSHORE,PASIR PANJANG ROAD,5,CLEMENTI,1.28674116675747,103.7801490977476,matched,0,0,0,,,,,,,2,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1886,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1886,IB 5,2025.0,False,False
THE INFINITI,WEST COAST PARK,5,CLEMENTI,1.319534540037006,103.7550410653147,matched,2,0,0,NAN HUA PRIMARY SCHOOL; QIFA PRIMARY SCHOOL,,,,,,3,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3320,IB 5,2025.0,True,False
THE MAYLEA,PASIR PANJANG ROAD,5,CLEMENTI,1.280709388089575,103.7853232490715,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2616,IB 5,2025.0,False,False
THE ORIENT,PASIR PANJANG ROAD,5,CLEMENTI,1.280947717603631,103.7835466038666,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2555,IB 5,2025.0,False,False
THE PARC CONDOMINIUM,WEST COAST WALK,5,CLEMENTI,1.3110237336376,103.7623451893409,matched,4,0,0,CLEMENTI PRIMARY SCHOOL; QIFA PRIMARY SCHOOL; PEI TONG PRIMARY SCHOOL; NAN HUA PRIMARY SCHOOL,,,,,,6,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2162,IB 5,2025.0,True,False
THE PEAK,PEPYS ROAD,5,CLEMENTI,1.279958361016674,103.7933300736506,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3008,IB 5,2025.0,False,False
THE PEAK@BALMEG,BALMEG HILL,5,CLEMENTI,1.283455649023431,103.7835851922329,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2280,IB 5,2025.0,False,False
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,5,CLEMENTI,1.305210733905228,103.7883405664468,matched,1,0,0,FAIRFIELD METHODIST SCHOOL (PRIMARY),,,,,,5,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,902,IP AL7; PG3 AL8,2025.0,6,5,5,HWA CHONG INSTITUTION,2,2981,Arts 5; Science 4,2025.0,True,False
THE SORRENTO,WEST COAST ROAD,5,CLEMENTI,1.295763136427461,103.7661222797011,matched,0,0,0,,,,,,,5,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1813,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1813,IB 5,2025.0,False,False
THE SPECTRUM,PASIR PANJANG ROAD,5,CLEMENTI,1.291810100190398,103.7684713823095,matched,0,0,0,,,,,,,4,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1870,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1870,IB 5,2025.0,False,False
THE STELLAR,WEST COAST ROAD,5,CLEMENTI,1.293412685180114,103.7679300968062,matched,0,0,0,,,,,,,5,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1794,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1794,IB 5,2025.0,False,False
THE TRILINQ,JALAN LEMPENG,5,CLEMENTI,1.318822050542533,103.7619254312306,matched,4,0,0,NAN HUA PRIMARY SCHOOL; CLEMENTI PRIMARY SCHOOL; PEI TONG PRIMARY SCHOOL; QIFA PRIMARY SCHOOL,,,,,,7,0,0,,,,,,5,4,4,HWA CHONG INSTITUTION,2,4928,Arts 5; Science 4,2025.0,True,False
THE VERANDAH RESIDENCES,PASIR PANJANG ROAD,5,CLEMENTI,1.279305768289378,103.7852525966446,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2767,IB 5,2025.0,False,False
THE VISION,WEST COAST CRESCENT,5,CLEMENTI,1.298086661660435,103.7643193467244,matched,0,0,0,,,,,,,7,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1890,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1890,IB 5,2025.0,False,False
TREASURE PLACE,LORONG SARHAD,5,CLEMENTI,1.280553289854749,103.7893018558534,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2759,IB 5,2025.0,False,False
TWIN VEW,WEST COAST VALE,5,CLEMENTI,1.320049382380573,103.75216125907,matched,1,0,0,QIFA PRIMARY SCHOOL,,,,,,2,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,3624,IB 5,2025.0,True,False
VARSITY PARK CONDOMINIUM,WEST COAST ROAD,5,CLEMENTI,1.295203567458927,103.7682069628605,matched,0,0,0,,,,,,,6,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1649,IP AL7; PG3 AL8,2025.0,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,1649,IB 5,2025.0,False,False
VENTANA,PASIR PANJANG HILL,5,CLEMENTI,1.28250806936984,103.7848306809855,matched,0,0,0,,,,,,,0,0,0,,,,,,3,2,2,ANGLO-CHINESE SCHOOL (INDEPENDENT),3,2409,IB 5,2025.0,False,False
