project_name,street_name,postal_district,planning_area,lat,lon,match_status,primary_1km_count,primary_1km_ranked_count,top_primary_1km_count,primary_1km_schools,best_primary_1km_school,best_primary_1km_rank,best_primary_1km_distance_m,best_primary_1km_metric,best_primary_1km_source_year,secondary_2km_count,secondary_2km_ranked_count,top_secondary_2km_count,best_secondary_2km_school,best_secondary_2km_rank,best_secondary_2km_distance_m,best_secondary_2km_metric,best_secondary_2km_source_year,jc_5km_count,jc_5km_ranked_count,top_jc_5km_count,best_jc_5km_school,best_jc_5km_rank,best_jc_5km_distance_m,best_jc_5km_metric,best_jc_5km_source_year,has_primary_1km,has_ranked_primary_1km
WATERFRONT GOLD,BEDOK RESERVOIR ROAD,16,BEDOK,1.33787070972748,103.9285147069635,matched,4,1,1,YU NENG PRIMARY SCHOOL; RED SWASTIKA SCHOOL; DAMAI PRIMARY SCHOOL; FENGSHAN PRIMARY SCHOOL,RED SWASTIKA SCHOOL,9,826,210%,2025.0,7,0,0,,,,,,3,2,2,VICTORIA JUNIOR COLLEGE,7,3593,Arts 8; Science 6,2025.0,True,True
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,BEDOK,1.338724437413592,103.9275779340432,matched,3,1,1,YU NENG PRIMARY SCHOOL; DAMAI PRIMARY SCHOOL; RED SWASTIKA SCHOOL,RED SWASTIKA SCHOOL,9,967,210%,2025.0,7,0,0,,,,,,3,2,2,VICTORIA JUNIOR COLLEGE,7,3659,Arts 8; Science 6,2025.0,True,True
WATERFRONT KEY,BEDOK RESERVOIR ROAD,16,BEDOK,1.337509316769132,103.9313904042401,matched,3,1,1,YU NENG PRIMARY SCHOOL; RED SWASTIKA SCHOOL; FENGSHAN PRIMARY SCHOOL,RED SWASTIKA SCHOOL,9,576,210%,2025.0,8,0,0,,,,,,3,2,2,VICTORIA JUNIOR COLLEGE,7,3653,Arts 8; Science 6,2025.0,True,True
WATERFRONT WAVES,BEDOK RESERVOIR ROAD,16,BEDOK,1.338226767195741,103.9299095222429,matched,3,1,1,YU NENG PRIMARY SCHOOL; RED SWASTIKA SCHOOL; FENGSHAN PRIMARY SCHOOL,RED SWASTIKA SCHOOL,9,741,210%,2025.0,7,0,0,,,,,,3,2,2,VICTORIA JUNIOR COLLEGE,7,3675,Arts 8; Science 6,2025.0,True,True
AVILA GARDENS,FLORA ROAD,17,CHANGI,1.360157643342418,103.9651652241909,matched,2,0,0,WHITE SANDS PRIMARY SCHOOL; EAST SPRING PRIMARY SCHOOL,,,,,,9,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1048,Arts 8; Science 7,2025.0,True,False
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,CHANGI,1.360248589091811,103.9632966188702,matched,2,0,0,WHITE SANDS PRIMARY SCHOOL; EAST SPRING PRIMARY SCHOOL,,,,,,9,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,857,Arts 8; Science 7,2025.0,True,False
BALLOTA PARK CONDOMINIUM,MARIAM WAY,17,CHANGI,1.358877991203415,103.9685244387701,matched,0,0,0,,,,,,,6,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1383,Arts 8; Science 7,2025.0,False,False
BLUWATERS,JALAN LOYANG BESAR,17,CHANGI,1.379760599917817,103.9630778525916,matched,1,0,0,PASIR RIS PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2614,Arts 8; Science 7,2025.0,True,False
BLUWATERS 2,JALAN LOYANG BESAR,17,CHANGI,1.380050795803156,103.9639001447296,matched,1,0,0,PASIR RIS PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2673,Arts 8; Science 7,2025.0,True,False
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,CHANGI,1.35917121402077,103.9636315161682,matched,2,0,0,EAST SPRING PRIMARY SCHOOL; WHITE SANDS PRIMARY SCHOOL,,,,,,9,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,854,Arts 8; Science 7,2025.0,True,False
CASA AL MARE,JALAN LOYANG BESAR,17,CHANGI,1.37785629605718,103.9570896199723,matched,2,0,0,CASUARINA PRIMARY SCHOOL; PASIR RIS PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2290,Arts 8; Science 7,2025.0,True,False
CASA PASIR RIS,JALAN LOYANG BESAR,17,CHANGI,1.379391951879978,103.9636877453096,matched,1,0,0,PASIR RIS PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2596,Arts 8; Science 7,2025.0,True,False
CELADON VIEW,JALAN LOYANG BESAR,17,CHANGI,1.378349857063732,103.9565913518801,matched,2,0,0,CASUARINA PRIMARY SCHOOL; PASIR RIS PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2343,Arts 8; Science 7,2025.0,True,False
COASTAL BREEZE RESIDENCES,LOYANG BESAR CLOSE,17,CHANGI,1.378509038212229,103.9572281978335,matched,2,0,0,CASUARINA PRIMARY SCHOOL; PASIR RIS PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2363,Arts 8; Science 7,2025.0,True,False
COASTAL VIEW RESIDENCES,JALAN LOYANG BESAR,17,CHANGI,1.379054821846396,103.9610977449728,matched,2,0,0,PASIR RIS PRIMARY SCHOOL; CASUARINA PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2482,Arts 8; Science 7,2025.0,True,False
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,17,CHANGI,1.359274373819099,103.965984765475,matched,2,0,0,EAST SPRING PRIMARY SCHOOL; WHITE SANDS PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1112,Arts 8; Science 7,2025.0,True,False
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,CHANGI,1.356595751043729,103.9681814051647,matched,1,0,0,EAST SPRING PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1336,Arts 8; Science 7,2025.0,True,False
ESTELLA GARDENS,FLORA ROAD,17,CHANGI,1.360408373168166,103.9670887678741,matched,1,0,0,WHITE SANDS PRIMARY SCHOOL,,,,,,6,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1261,Arts 8; Science 7,2025.0,True,False
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,CHANGI,1.358342341091827,103.9644000165714,matched,2,0,0,EAST SPRING PRIMARY SCHOOL; WHITE SANDS PRIMARY SCHOOL,,,,,,8,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,921,Arts 8; Science 7,2025.0,True,False
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,CHANGI,1.355385592928344,103.9669934995515,matched,1,0,0,EAST SPRING PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1220,Arts 8; Science 7,2025.0,True,False
JLB RESIDENCES,JALAN LOYANG BESAR,17,CHANGI,1.379089886983162,103.9605584756783,matched,2,0,0,PASIR RIS PRIMARY SCHOOL; CASUARINA PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2473,Arts 8; Science 7,2025.0,True,False
KASSIA,FLORA DRIVE,17,CHANGI,1.357096306242575,103.9655019003751,matched,1,0,0,EAST SPRING PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1036,Arts 8; Science 7,2025.0,True,False
LE LOYANG,JALAN LOYANG BESAR,17,CHANGI,1.3783509761617,103.9562951132659,matched,2,0,0,CASUARINA PRIMARY SCHOOL; PASIR RIS PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2343,Arts 8; Science 7,2025.0,True,False
LIGHTHOUSE,JALAN LOYANG BESAR,17,CHANGI,1.378527642121996,103.9592614261611,matched,2,0,0,CASUARINA PRIMARY SCHOOL; PASIR RIS PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2387,Arts 8; Science 7,2025.0,True,False
LOYANG GARDENS,JALAN LOYANG BESAR,17,CHANGI,1.378072604373142,103.9567917611716,matched,2,0,0,CASUARINA PRIMARY SCHOOL; PASIR RIS PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2313,Arts 8; Science 7,2025.0,True,False
LOYANG TOWNHOUSES,JALAN LOYANG BESAR,17,CHANGI,1.379603959277768,103.964258051405,matched,1,0,0,PASIR RIS PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2639,Arts 8; Science 7,2025.0,True,False
LOYANG VALLEY,LOYANG AVENUE,17,CHANGI,1.366919436003066,103.97068941997,matched,0,0,0,,,,,,,6,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1936,Arts 8; Science 7,2025.0,False,False
PALM ISLES,FLORA DRIVE,17,CHANGI,1.356888655059818,103.9641941471915,matched,1,0,0,EAST SPRING PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,891,Arts 8; Science 7,2025.0,True,False
PARC KOMO,UPPER CHANGI ROAD NORTH,17,CHANGI,1.361032585410678,103.970309696542,matched,0,0,0,,,,,,,6,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1625,Arts 8; Science 7,2025.0,False,False
PARC OLYMPIA,FLORA DRIVE,17,CHANGI,1.355772573554162,103.9649166733974,matched,1,0,0,EAST SPRING PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,985,Arts 8; Science 7,2025.0,True,False
RIZ HAVEN,JALAN LOYANG BESAR,17,CHANGI,1.379894649228157,103.9627439766456,matched,1,0,0,PASIR RIS PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2618,Arts 8; Science 7,2025.0,True,False
SANDY PALM,JALAN LOYANG BESAR,17,CHANGI,1.3788985391818,103.959628801553,matched,2,0,0,CASUARINA PRIMARY SCHOOL; PASIR RIS PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2434,Arts 8; Science 7,2025.0,True,False
THE EDGEWATER,JALAN LOYANG BESAR,17,CHANGI,1.380290809095873,103.9646745963418,matched,1,0,0,PASIR RIS PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2727,Arts 8; Science 7,2025.0,True,False
THE GALE,FLORA ROAD,17,CHANGI,1.359003078411791,103.9668693205401,matched,2,0,0,EAST SPRING PRIMARY SCHOOL; WHITE SANDS PRIMARY SCHOOL,,,,,,6,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1203,Arts 8; Science 7,2025.0,True,False
THE INFLORA,FLORA DRIVE,17,CHANGI,1.356269562723168,103.9662607555848,matched,1,0,0,EAST SPRING PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1126,Arts 8; Science 7,2025.0,True,False
THE JOVELL,FLORA DRIVE,17,CHANGI,1.358007362264855,103.9668345156371,matched,1,0,0,EAST SPRING PRIMARY SCHOOL,,,,,,6,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1186,Arts 8; Science 7,2025.0,True,False
THE SHOREFRONT,JALAN LOYANG BESAR,17,CHANGI,1.379174573217509,103.9600776921926,matched,2,0,0,PASIR RIS PRIMARY SCHOOL; CASUARINA PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2473,Arts 8; Science 7,2025.0,True,False
WATERCREST,LOYANG BESAR CLOSE,17,CHANGI,1.377857771948442,103.9582481157368,matched,2,0,0,CASUARINA PRIMARY SCHOOL; PASIR RIS PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2300,Arts 8; Science 7,2025.0,True,False
CHANGI RISE CONDOMINIUM,SIMEI RISE,18,TAMPINES,1.348587662254457,103.9594379798418,matched,2,0,0,EAST SPRING PRIMARY SCHOOL; CHONGZHENG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1032,Arts 8; Science 7,2025.0,True,False
COCO PALMS,PASIR RIS GROVE,18,TAMPINES,1.372347304485927,103.9456058907747,matched,2,0,0,ELIAS PARK PRIMARY SCHOOL; PARK VIEW PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2047,Arts 8; Science 7,2025.0,True,False
D'NEST,PASIR RIS GROVE,18,TAMPINES,1.368573699078689,103.9455711419692,matched,3,0,0,ELIAS PARK PRIMARY SCHOOL; ANGSANA PRIMARY SCHOOL; TAMPINES NORTH PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1723,Arts 8; Science 7,2025.0,True,False
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,TAMPINES,1.340706375203374,103.9562397716195,matched,1,0,0,CHANGKAT PRIMARY SCHOOL,,,,,,8,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1843,Arts 8; Science 7,2025.0,True,False
EASTPOINT GREEN,SIMEI STREET 3,18,TAMPINES,1.339545204182573,103.9510221117053,matched,1,0,0,CHANGKAT PRIMARY SCHOOL,,,,,,10,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2054,Arts 8; Science 7,2025.0,True,False
ELIAS GREEN,ELIAS GREEN,18,TAMPINES,1.369733390585401,103.9432956316843,matched,2,0,0,ELIAS PARK PRIMARY SCHOOL; ANGSANA PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1993,Arts 8; Science 7,2025.0,True,False
LIVIA,PASIR RIS GROVE,18,TAMPINES,1.373057033665282,103.9424590943861,matched,3,0,0,ELIAS PARK PRIMARY SCHOOL; PARK VIEW PRIMARY SCHOOL; MERIDIAN PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2325,Arts 8; Science 7,2025.0,True,False
MELVILLE PARK,SIMEI STREET 1,18,TAMPINES,1.346731180355844,103.9586074576536,matched,2,0,0,EAST SPRING PRIMARY SCHOOL; CHONGZHENG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1203,Arts 8; Science 7,2025.0,True,False
MODENA,SIMEI STREET 4,18,TAMPINES,1.342742266498063,103.9548924422147,matched,2,0,0,CHANGKAT PRIMARY SCHOOL; CHONGZHENG PRIMARY SCHOOL,,,,,,8,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1623,Arts 8; Science 7,2025.0,True,False
MY MANHATTAN,SIMEI STREET 3,18,TAMPINES,1.341303420769851,103.9533477302051,matched,1,0,0,CHANGKAT PRIMARY SCHOOL,,,,,,10,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1804,Arts 8; Science 7,2025.0,True,False
NV RESIDENCES,PASIR RIS GROVE,18,TAMPINES,1.371787555046687,103.9434339978037,matched,2,0,0,ELIAS PARK PRIMARY SCHOOL; PARK VIEW PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2147,Arts 8; Science 7,2025.0,True,False
OASIS @ ELIAS,ELIAS ROAD,18,TAMPINES,1.377124934262843,103.9423673691037,matched,3,0,0,PARK VIEW PRIMARY SCHOOL; ELIAS PARK PRIMARY SCHOOL; MERIDIAN PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2689,Arts 8; Science 7,2025.0,True,False
PARKTOWN RESIDENCE,TAMPINES STREET 62,18,TAMPINES,1.366848422810875,103.9377763572148,matched,1,0,0,ANGSANA PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2307,Arts 8; Science 7,2025.0,True,False
PASIR RIS 8,PASIR RIS DRIVE 8,18,TAMPINES,1.373739209856984,103.9482573365331,matched,2,0,0,ELIAS PARK PRIMARY SCHOOL; CASUARINA PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2031,Arts 8; Science 7,2025.0,True,False
Q BAY RESIDENCES,TAMPINES STREET 86,18,TAMPINES,1.350210130287625,103.9272745736649,matched,0,0,0,,,,,,,6,0,0,,,,,,4,2,2,VICTORIA JUNIOR COLLEGE,7,4905,Arts 8; Science 6,2025.0,False,False
RIPPLE BAY,PASIR RIS LINK,18,TAMPINES,1.378617446019698,103.9616653767471,matched,2,0,0,PASIR RIS PRIMARY SCHOOL; CASUARINA PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2450,Arts 8; Science 7,2025.0,True,False
RIS GRANDEUR,ELIAS ROAD,18,TAMPINES,1.374057281521561,103.9392598748583,matched,3,0,0,PARK VIEW PRIMARY SCHOOL; MERIDIAN PRIMARY SCHOOL; ELIAS PARK PRIMARY SCHOOL,,,,,,2,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2650,Arts 8; Science 7,2025.0,True,False
SAVANNAH CONDOPARK,SIMEI RISE,18,TAMPINES,1.349015718297354,103.9626890643747,matched,1,0,0,EAST SPRING PRIMARY SCHOOL,,,,,,6,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1169,Arts 8; Science 7,2025.0,True,False
SEA ESTA,PASIR RIS LINK,18,TAMPINES,1.377427792656165,103.9598772258771,matched,2,0,0,CASUARINA PRIMARY SCHOOL; PASIR RIS PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2278,Arts 8; Science 7,2025.0,True,False
SEASTRAND,PASIR RIS LINK,18,TAMPINES,1.376081463429707,103.9610378558924,matched,2,0,0,PASIR RIS PRIMARY SCHOOL; CASUARINA PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2159,Arts 8; Science 7,2025.0,True,False
STRATUM,ELIAS ROAD,18,TAMPINES,1.378775930120852,103.9433802854853,matched,2,0,0,PARK VIEW PRIMARY SCHOOL; ELIAS PARK PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2782,Arts 8; Science 7,2025.0,True,False
THE ALPS RESIDENCES,TAMPINES STREET 86,18,TAMPINES,1.3548785782331,103.9292318716835,matched,1,0,0,POI CHING SCHOOL,,,,,,4,0,0,,,,,,3,1,1,TEMASEK JUNIOR COLLEGE,8,3008,Arts 8; Science 7,2025.0,True,False
THE PALETTE,PASIR RIS GROVE,18,TAMPINES,1.369721553508259,103.9449739635345,matched,2,0,0,ELIAS PARK PRIMARY SCHOOL; ANGSANA PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1862,Arts 8; Science 7,2025.0,True,False
THE SANTORINI,TAMPINES STREET 86,18,TAMPINES,1.351907786512837,103.9276239614647,matched,0,0,0,,,,,,,5,0,0,,,,,,3,1,1,TEMASEK JUNIOR COLLEGE,8,3231,Arts 8; Science 7,2025.0,False,False
THE TAPESTRY,TAMPINES STREET 86,18,TAMPINES,1.353055962832459,103.9282134713296,matched,1,0,0,POI CHING SCHOOL,,,,,,5,0,0,,,,,,3,1,1,TEMASEK JUNIOR COLLEGE,8,3145,Arts 8; Science 7,2025.0,True,False
THE TROPICA,TAMPINES AVENUE 1,18,TAMPINES,1.348252184730149,103.9270520779333,matched,0,0,0,,,,,,,6,0,0,,,,,,4,2,2,VICTORIA JUNIOR COLLEGE,7,4687,Arts 8; Science 6,2025.0,False,False
TREASURE AT TAMPINES,TAMPINES LANE,18,TAMPINES,1.345085614536491,103.9479509543739,matched,4,0,0,CHANGKAT PRIMARY SCHOOL; CHONGZHENG PRIMARY SCHOOL; YUMIN PRIMARY SCHOOL; TAMPINES PRIMARY SCHOOL,,,,,,12,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1636,Arts 8; Science 7,2025.0,True,False
TROPICAL SPRING,SIMEI STREET 4,18,TAMPINES,1.34145315588588,103.9556769365981,matched,1,0,0,CHANGKAT PRIMARY SCHOOL,,,,,,8,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1761,Arts 8; Science 7,2025.0,True,False
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,TAMPINES,1.381738823132056,103.9402275110648,matched,3,0,0,PARK VIEW PRIMARY SCHOOL; MERIDIAN PRIMARY SCHOOL; ELIAS PARK PRIMARY SCHOOL,,,,,,2,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,3247,Arts 8; Science 7,2025.0,True,False
WATERVIEW,TAMPINES AVENUE 1,18,TAMPINES,1.34859310445471,103.9255895022794,matched,0,0,0,,,,,,,5,0,0,,,,,,4,2,2,VICTORIA JUNIOR COLLEGE,7,4700,Arts 8; Science 6,2025.0,False,False
21 RICHARDS,RICHARDS AVENUE,19,SERANGOON,1.361880873782779,103.8813983488668,matched,0,0,0,,,,,,,10,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,4543,Arts 5; Science 3,2025.0,False,False
3@PHILLIPS,PHILLIPS AVENUE,19,SERANGOON,1.363375393299385,103.8745311233204,matched,1,0,0,ZHONGHUA PRIMARY SCHOOL,,,,,,10,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,3926,Arts 5; Science 3,2025.0,True,False
3@SANDILANDS,SANDILANDS ROAD,19,SERANGOON,1.361599130098456,103.8779672931136,matched,1,0,0,ZHONGHUA PRIMARY SCHOOL,,,,,,10,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,4180,Arts 5; Science 3,2025.0,True,False
57 @ KOVAN,KOVAN ROAD,19,SERANGOON,1.357342857239746,103.8805188885172,matched,0,0,0,,,,,,,10,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,4282,Arts 5; Science 3,2025.0,False,False
8 EDEN GROVE,EDEN GROVE,19,SERANGOON,1.344773006460214,103.8723188679188,matched,2,0,0,YANGZHENG PRIMARY SCHOOL; MARIS STELLA HIGH SCHOOL,,,,,,8,0,0,,,,,,6,4,4,RAFFLES INSTITUTION,1,3195,Arts 5; Science 3,2025.0,True,False
A TREASURE TROVE,PUNGGOL WALK,19,SERANGOON,1.405491330246649,103.8998306639428,matched,4,0,0,VALOUR PRIMARY SCHOOL; PUNGGOL GREEN PRIMARY SCHOOL; PUNGGOL VIEW PRIMARY SCHOOL; PUNGGOL COVE PRIMARY SCHOOL,,,,,,7,0,0,,,,,,1,0,0,,,,,,True,False
AFFINITY AT SERANGOON,SERANGOON NORTH AVENUE 1,19,SERANGOON,1.366187029763068,103.873674807486,matched,2,0,0,ROSYTH SCHOOL; ZHONGHUA PRIMARY SCHOOL,,,,,,6,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,4007,Arts 5; Science 3,2025.0,True,False
AFFLUENCE COURT,AH SOO GARDEN,19,SERANGOON,1.350149929732728,103.8830623396093,matched,1,0,0,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),,,,,,7,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,4405,Arts 5; Science 3,2025.0,True,False
AMARANDA GARDENS,SERANGOON AVENUE 3,19,SERANGOON,1.349555515501913,103.8667054008339,matched,3,0,0,YANGZHENG PRIMARY SCHOOL; ST. GABRIEL'S PRIMARY SCHOOL; CHIJ OUR LADY OF GOOD COUNSEL,,,,,,8,0,0,,,,,,6,4,4,RAFFLES INSTITUTION,1,2592,Arts 5; Science 3,2025.0,True,False
BARTLEY RESIDENCES,LORONG HOW SUN,19,SERANGOON,1.343132920406186,103.8817743255282,matched,2,0,0,MARIS STELLA HIGH SCHOOL; PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),,,,,,7,0,0,,,,,,6,5,5,RAFFLES INSTITUTION,1,4256,Arts 5; Science 3,2025.0,True,False
BARTLEY VUE,JALAN BUNGA RAMPAI,19,SERANGOON,1.340361858967607,103.8838464441384,matched,1,0,0,MARIS STELLA HIGH SCHOOL,,,,,,7,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,4520,Arts 5; Science 3,2025.0,True,False
BAYOU RESIDENCE,UPPER PAYA LEBAR ROAD,19,SERANGOON,1.346332029338209,103.8802406703764,matched,2,0,0,MARIS STELLA HIGH SCHOOL; PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),,,,,,8,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,4071,Arts 5; Science 3,2025.0,True,False
BLISS@KOVAN,SIMON LANE,19,SERANGOON,1.363281018203194,103.8835569657998,matched,2,0,0,XINGHUA PRIMARY SCHOOL; XINMIN PRIMARY SCHOOL,,,,,,9,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,4825,Arts 5; Science 3,2025.0,True,False
BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,19,SERANGOON,1.375578551842556,103.9033167716172,matched,1,0,0,CHIJ OUR LADY OF THE NATIVITY,,,,,,6,0,0,,,,,,3,1,1,NANYANG JUNIOR COLLEGE,6,4966,Arts 7; Science 5,2025.0,True,False
BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,19,SERANGOON,1.341972938734281,103.882635407026,matched,2,0,0,MARIS STELLA HIGH SCHOOL; PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),,,,,,7,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,4364,Arts 5; Science 3,2025.0,True,False
BREEZY MANSIONS,SANDILANDS ROAD,19,SERANGOON,1.362241503379965,103.878014692236,matched,1,0,0,ZHONGHUA PRIMARY SCHOOL,,,,,,10,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,4215,Arts 5; Science 3,2025.0,True,False
CAMBIO SUITES,LIM TUA TOW ROAD,19,SERANGOON,1.355210151623143,103.8764588299559,matched,1,0,0,ZHONGHUA PRIMARY SCHOOL,,,,,,9,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,3783,Arts 5; Science 3,2025.0,True,False
CARDIFF RESIDENCE,CARDIFF GROVE,19,SERANGOON,1.354962465989759,103.865797958378,matched,4,0,0,CHIJ OUR LADY OF GOOD COUNSEL; YANGZHENG PRIMARY SCHOOL; ZHONGHUA PRIMARY SCHOOL; ST. GABRIEL'S PRIMARY SCHOOL,,,,,,6,0,0,,,,,,6,4,4,RAFFLES INSTITUTION,1,2647,Arts 5; Science 3,2025.0,True,False
CASA CAMBIO,LIM TUA TOW ROAD,19,SERANGOON,1.35411619554543,103.8761797135006,matched,1,0,0,ZHONGHUA PRIMARY SCHOOL,,,,,,9,0,0,,,,,,5,4,4,RAFFLES INSTITUTION,1,3723,Arts 5; Science 3,2025.0,True,False
